Datetime,Symbol_Pair,Low,High,Open,Close,Volume,Volume_USD
2022-03-27,USDT/USD,1.0002,1.0005,1.0005,1.0004,41594260.65,41610898.35426
2022-03-26,USDT/USD,1.0004,1.0005,1.0005,1.0005,35092283.03,35109829.171515
2022-03-25,USDT/USD,1.0003,1.0008,1.0005,1.0005,61442709.52,61473430.87476
2022-03-24,USDT/USD,1.0003,1.0006,1.0004,1.0004,83754732.95,83788234.84318
2022-03-23,USDT/USD,1.0002,1.0005,1.0004,1.0004,58944348.14,58967925.879256
2022-03-22,USDT/USD,1.0002,1.001,1.0003,1.0005,61950122.77,61981097.831385
2022-03-21,USDT/USD,1.0002,1.0005,1.0005,1.0003,53869173.02,53885333.771906
2022-03-20,USDT/USD,1.0004,1.0006,1.0005,1.0005,45770674.58,45793559.91729
2022-03-19,USDT/USD,1.0004,1.0006,1.0005,1.0005,55995851.93,56023849.855965
2022-03-18,USDT/USD,1.0004,1.0008,1.0006,1.0006,72495455.45,72538952.72327
2022-03-17,USDT/USD,1.0003,1.0006,1.0003,1.0006,58626307.72,58661483.504632
2022-03-16,USDT/USD,1.0001,1.0005,1.0003,1.0004,49302914.98,49322636.145992
2022-03-15,USDT/USD,1.0,1.0005,1.0,1.0004,44078692.41,44096323.88696399
2022-03-14,USDT/USD,1.0,1.0003,1.0003,1.0001,38569688.58,38573545.548858
2022-03-13,USDT/USD,1.0,1.0003,1.0003,1.0003,31211123.24,31220486.576972
2022-03-12,USDT/USD,1.0,1.0004,1.0001,1.0003,26929789.87,26937868.806961
2022-03-11,USDT/USD,1.0,1.0006,1.0006,1.0,45734242.13,45734242.13
2022-03-10,USDT/USD,1.0001,1.0024,1.0004,1.0005,48188913.85,48213008.306925
