Datetime,Exchange,Symbol_Pair,Low,High,Open,Close,Volume_in_DOGE,Volume_USD,Volume_in_ADA,Volume_in_XRP,Volume_in_BUSD,Volume_in_ETH,Volume,Volume_in_BTC,Volume_in_MATIC
2022-06-25,Coinbase,MATIC/USD,0.566,0.6263,0.6067,0.6007,,25030961.1578,,,,,,,41669654.0
2022-06-24,Coinbase,MATIC/USD,0.5617,0.6274,0.5624,0.6067,,60953909.45123,,,,,,,100467956.9
2022-06-23,Coinbase,MATIC/USD,0.4552,0.5737,0.4555,0.5623,,75218108.29628,,,,,,,133768643.6
2022-06-22,Coinbase,MATIC/USD,0.3942,0.4712,0.4197,0.4554,,36550829.5713,,,,,,,80260934.5
2022-06-21,Coinbase,MATIC/USD,0.392,0.4544,0.4005,0.4197,,27047658.288390003,,,,,,,64445218.7
2022-06-20,Coinbase,MATIC/USD,0.3584,0.411,0.3837,0.4007,,24097002.4862,,,,,,,60137266.0
2022-06-19,Coinbase,MATIC/USD,0.3262,0.3847,0.3452,0.3837,,21461956.03167,,,,,,,55934209.1
2022-06-18,Coinbase,MATIC/USD,0.3162,0.4068,0.3994,0.3453,,24919594.99962,,,,,,,72167955.4
2022-06-17,Coinbase,MATIC/USD,0.3778,0.4076,0.3828,0.3994,,18527816.1256,,,,,,,46389124.0
2022-06-16,Coinbase,MATIC/USD,0.3751,0.445,0.4393,0.3826,,22463742.17228,,,,,,,58713387.8
2022-06-15,Coinbase,MATIC/USD,0.3628,0.4398,0.4149,0.4395,,50319690.0252,,,,,,,114493037.6
2022-06-14,Coinbase,MATIC/USD,0.3951,0.4523,0.43,0.4149,,32421681.76509,,,,,,,78143364.1
2022-06-13,Coinbase,MATIC/USD,0.4037,0.5035,0.4962,0.4296,,61932503.07311999,,,,,,,144163182.2
2022-06-12,Coinbase,MATIC/USD,0.4953,0.5463,0.5402,0.4964,,22979078.60948,,,,,,,46291455.7
2022-06-11,Coinbase,MATIC/USD,0.5306,0.6062,0.5938,0.5397,,20116035.76647,,,,,,,37272625.1
2022-06-10,Coinbase,MATIC/USD,0.5894,0.6624,0.6331,0.5939,,29573030.99456,,,,,,,49794630.4
2022-06-09,Coinbase,MATIC/USD,0.6017,0.6521,0.6064,0.6332,,15111315.403879998,,,,,,,23864995.9
2022-06-08,Coinbase,MATIC/USD,0.6011,0.6326,0.6172,0.6063,,12677069.88969,,,,,,,20908906.3
2022-06-07,Coinbase,MATIC/USD,0.5746,0.633,0.6324,0.6167,,23714169.65939,,,,,,,38453331.7
2022-06-06,Coinbase,MATIC/USD,0.5953,0.6556,0.5973,0.6324,,22882675.9098,,,,,,,36183864.5
2022-06-05,Coinbase,MATIC/USD,0.5837,0.6061,0.5955,0.5974,,10034168.70286,,,,,,,16796398.9
2022-06-04,Coinbase,MATIC/USD,0.5748,0.6,0.5886,0.5954,,7186792.966600001,,,,,,,12070529.0
2022-06-03,Coinbase,MATIC/USD,0.5757,0.6203,0.619,0.5886,,16753050.80856,,,,,,,28462539.6
2022-06-02,Coinbase,MATIC/USD,0.59,0.6218,0.5997,0.6185,,14746971.26625,,,,,,,23843122.5
2022-06-01,Coinbase,MATIC/USD,0.585,0.6707,0.662,0.5994,,23547160.4688,,,,,,,39284552.0
2022-05-31,Coinbase,MATIC/USD,0.6426,0.6835,0.6572,0.6618,,26038817.68494,,,,,,,39345448.3
2022-05-30,Coinbase,MATIC/USD,0.5944,0.6606,0.5991,0.6572,,18512290.48728,,,,,,,28168427.4
2022-05-29,Coinbase,MATIC/USD,0.5739,0.601,0.5875,0.599,,9636655.0351,,,,,,,16087904.9
2022-05-28,Coinbase,MATIC/USD,0.5681,0.5961,0.5739,0.5871,,10985056.49067,,,,,,,18710707.7
2022-05-27,Coinbase,MATIC/USD,0.5639,0.6106,0.598,0.5743,,25484176.28325,,,,,,,44374327.5
2022-05-26,Coinbase,MATIC/USD,0.5766,0.6591,0.6449,0.5984,,28110597.694080003,,,,,,,46976266.2
2022-05-25,Coinbase,MATIC/USD,0.6272,0.6731,0.6624,0.6448,,18680167.37392,,,,,,,28970482.9
2022-05-24,Coinbase,MATIC/USD,0.61,0.6677,0.6411,0.6624,,26897942.13408,,,,,,,40606796.7
2022-05-23,Coinbase,MATIC/USD,0.6348,0.6998,0.675,0.641,,18743120.117,,,,,,,29240437.0
2022-05-22,Coinbase,MATIC/USD,0.6397,0.6816,0.6485,0.6755,,12564015.0741,,,,,,,18599578.2
2022-05-21,Coinbase,MATIC/USD,0.62,0.6597,0.6333,0.6482,,14073057.819379998,,,,,,,21710980.9
2022-05-20,Coinbase,MATIC/USD,0.6159,0.6785,0.6576,0.6333,,17838912.70044,,,,,,,28168186.8
2022-05-19,Coinbase,MATIC/USD,0.6082,0.6724,0.6255,0.6575,,21282938.42575,,,,,,,32369488.1
2022-05-18,Coinbase,MATIC/USD,0.623,0.7372,0.7256,0.6258,,22781510.93148,,,,,,,36403820.6
2022-05-17,Coinbase,MATIC/USD,0.6735,0.7349,0.6772,0.726,,24390582.1632,,,,,,,33595843.2
2022-05-16,Coinbase,MATIC/USD,0.6573,0.7416,0.7414,0.6768,,25924863.38976,,,,,,,38305058.2
2022-05-15,Coinbase,MATIC/USD,0.6552,0.7426,0.6844,0.7418,,24749557.10634,,,,,,,33364191.3
2022-05-14,Coinbase,MATIC/USD,0.6143,0.711,0.6658,0.6844,,24159081.55504,,,,,,,35299651.6
2022-05-13,Coinbase,MATIC/USD,0.5887,0.755,0.5997,0.6654,,50043638.01966,,,,,,,75208352.9
2022-05-12,Coinbase,MATIC/USD,0.4769,0.7155,0.6723,0.5994,,69726500.06364,,,,,,,116327160.6
2022-05-11,Coinbase,MATIC/USD,0.6016,0.9118,0.8891,0.6729,,80648047.90503001,,,,,,,119851460.7
2022-05-10,Coinbase,MATIC/USD,0.7904,0.9895,0.8101,0.889,,79113420.386,,,,,,,88991474.0
2022-05-09,Coinbase,MATIC/USD,0.7868,0.991,0.9758,0.8106,,57509370.53988,,,,,,,70946669.8
2022-05-08,Coinbase,MATIC/USD,0.9603,1.0296,1.0188,0.9754,,30528856.933040004,,,,,,,31298807.6
2022-05-07,Coinbase,MATIC/USD,0.9922,1.0664,1.0417,1.019,,27319301.8565,,,,,,,26809913.5
2022-05-06,Coinbase,MATIC/USD,1.011,1.0765,1.0644,1.0418,,29910774.02658,,,,,,,28710668.1
2022-05-05,Coinbase,MATIC/USD,1.0295,1.1869,1.1724,1.0644,,30248965.9302,,,,,,,28418795.5
2022-05-04,Coinbase,MATIC/USD,1.0694,1.1745,1.076,1.1718,,28737219.45024,,,,,,,24523996.8
2022-05-03,Coinbase,MATIC/USD,1.0532,1.1164,1.0768,1.076,,19648983.3044,,,,,,,18261136.9
2022-05-02,Coinbase,MATIC/USD,1.0366,1.1208,1.0991,1.0761,,31178480.306610003,,,,,,,28973590.1
2022-05-01,Coinbase,MATIC/USD,1.0146,1.1231,1.0327,1.0991,,30089999.69995,,,,,,,27376944.5
2022-04-30,Coinbase,MATIC/USD,1.0118,1.1658,1.1407,1.0327,,29814121.70208,,,,,,,28870070.4
2022-04-29,Coinbase,MATIC/USD,1.1275,1.2461,1.2378,1.1403,,29803638.18726,,,,,,,26136664.2
2022-04-28,Coinbase,MATIC/USD,1.2267,1.2797,1.2571,1.2373,,17194134.12961,,,,,,,13896495.7
2022-04-27,Coinbase,MATIC/USD,1.2346,1.2926,1.2446,1.2574,,15940872.33188,,,,,,,12677646.2
2022-04-26,Coinbase,MATIC/USD,1.2237,1.3618,1.3525,1.2447,,22203666.46089,,,,,,,17838568.7
2022-04-25,Coinbase,MATIC/USD,1.2634,1.3555,1.3439,1.352,,33460151.4104,,,,,,,24748632.7
2022-04-24,Coinbase,MATIC/USD,1.3324,1.3747,1.3633,1.344,,11059013.4144,,,,,,,8228432.6
2022-04-23,Coinbase,MATIC/USD,1.3444,1.4125,1.3978,1.3633,,13796813.71901,,,,,,,10120159.7
2022-04-22,Coinbase,MATIC/USD,1.372,1.5053,1.3776,1.3978,,51334796.54896,,,,,,,36725423.2
2022-04-21,Coinbase,MATIC/USD,1.3596,1.468,1.4176,1.3781,,23375534.09165,,,,,,,16962146.5
2022-04-20,Coinbase,MATIC/USD,1.3956,1.4662,1.4279,1.4176,,21925494.54624,,,,,,,15466629.9
2022-04-19,Coinbase,MATIC/USD,1.3938,1.45,1.4189,1.4278,,22309229.64996,,,,,,,15624898.2
2022-04-18,Coinbase,MATIC/USD,1.2933,1.4265,1.3371,1.4187,,33924779.94153,,,,,,,23912581.9
2022-04-17,Coinbase,MATIC/USD,1.3323,1.3909,1.3886,1.3371,,10483485.61779,,,,,,,7840464.9
2022-04-16,Coinbase,MATIC/USD,1.3652,1.4035,1.3975,1.3892,,7639290.679,,,,,,,5499057.5
2022-04-15,Coinbase,MATIC/USD,1.3666,1.3989,1.374,1.3974,,11161078.65654,,,,,,,7987032.1
2022-04-14,Coinbase,MATIC/USD,1.3524,1.4442,1.4198,1.3739,,19895933.22233,,,,,,,14481354.7
2022-04-13,Coinbase,MATIC/USD,1.3658,1.4388,1.3935,1.4198,,27141981.10126,,,,,,,19116763.7
2022-04-12,Coinbase,MATIC/USD,1.3265,1.4765,1.3348,1.3938,,46270888.19388,,,,,,,33197652.6
2022-04-11,Coinbase,MATIC/USD,1.3131,1.4395,1.4262,1.3354,,35674415.635759994,,,,,,,26714404.4
2022-04-10,Coinbase,MATIC/USD,1.42,1.4901,1.4632,1.4264,,12911674.80632,,,,,,,9051931.3
2022-04-09,Coinbase,MATIC/USD,1.4266,1.4678,1.4345,1.4629,,12568888.92238,,,,,,,8591762.2
2022-04-08,Coinbase,MATIC/USD,1.4234,1.5273,1.5116,1.4345,,25801487.931,,,,,,,17986398.0
2022-04-07,Coinbase,MATIC/USD,1.4377,1.5201,1.4573,1.5114,,30374657.33874,,,,,,,20097034.1
2022-04-06,Coinbase,MATIC/USD,1.4534,1.5934,1.5929,1.4574,,45429492.31758,,,,,,,31171601.7
2022-04-05,Coinbase,MATIC/USD,1.5873,1.6763,1.6478,1.5921,,22918850.90469,,,,,,,14395358.9
2022-04-04,Coinbase,MATIC/USD,1.6068,1.6895,1.6876,1.6478,,27648411.97734,,,,,,,16778985.3
2022-04-03,Coinbase,MATIC/USD,1.6333,1.7141,1.6526,1.688,,25964231.108,,,,,,,15381653.5
2022-04-02,Coinbase,MATIC/USD,1.6459,1.729,1.6955,1.6527,,28007086.38105,,,,,,,16946261.5
2022-04-01,Coinbase,MATIC/USD,1.5604,1.7128,1.6188,1.6961,,37519614.16217,,,,,,,22121109.7
2022-03-31,Coinbase,MATIC/USD,1.6079,1.7498,1.6829,1.6189,,48567212.23779,,,,,,,30000131.1
2022-03-30,Coinbase,MATIC/USD,1.6242,1.7266,1.6755,1.6827,,36719695.9857,,,,,,,21821891.0
2022-03-29,Coinbase,MATIC/USD,1.6359,1.7374,1.6574,1.676,,38543534.8008,,,,,,,22997335.8
2022-03-28,Coinbase,MATIC/USD,1.6518,1.7466,1.6955,1.6575,,46290359.82675,,,,,,,27927818.9
2022-03-27,Coinbase,MATIC/USD,1.6023,1.6973,1.6121,1.6949,,25314536.5739,,,,,,,14935711.0
2022-03-26,Coinbase,MATIC/USD,1.5682,1.6163,1.5785,1.6121,,15195917.855930002,,,,,,,9426163.3
2022-03-25,Coinbase,MATIC/USD,1.5644,1.664,1.6309,1.5783,,38268238.63926,,,,,,,24246492.2
2022-03-24,Coinbase,MATIC/USD,1.5451,1.6393,1.5567,1.6307,,42454902.21119,,,,,,,26034771.7
2022-03-23,Coinbase,MATIC/USD,1.4933,1.56,1.5068,1.5562,,27707720.203520004,,,,,,,17804729.6
2022-03-22,Coinbase,MATIC/USD,1.4581,1.5345,1.4646,1.5072,,26513467.944,,,,,,,17591207.5
2022-03-21,Coinbase,MATIC/USD,1.4426,1.4994,1.466,1.4646,,22299105.90108,,,,,,,15225389.8
2022-03-20,Coinbase,MATIC/USD,1.4592,1.5374,1.5307,1.4658,,18795321.49362,,,,,,,12822568.9
2022-03-19,Coinbase,MATIC/USD,1.4985,1.5425,1.4985,1.5302,,28610799.735,,,,,,,18697425.0
2022-03-18,Coinbase,MATIC/USD,1.4179,1.5115,1.4473,1.4984,,28112902.58352,,,,,,,18761947.8
2022-03-17,Coinbase,MATIC/USD,1.4381,1.4996,1.4684,1.4472,,26013748.36968,,,,,,,17975226.9
2022-03-16,Coinbase,MATIC/USD,1.3553,1.4711,1.3788,1.4683,,37275252.40639,,,,,,,25386673.3
2022-03-15,Coinbase,MATIC/USD,1.3311,1.41,1.3786,1.3788,,24275793.942,,,,,,,17606465.0
2022-03-14,Coinbase,MATIC/USD,1.3302,1.3939,1.3606,1.379,,28803018.8278,,,,,,,20886888.2
2022-03-13,Coinbase,MATIC/USD,1.3526,1.4205,1.3971,1.3608,,18664713.20448,,,,,,,13715985.6
2022-03-12,Coinbase,MATIC/USD,1.3936,1.4346,1.4049,1.3974,,17400681.2229,,,,,,,12452183.5
2022-03-11,Coinbase,MATIC/USD,1.4037,1.4738,1.4366,1.405,,36112184.050500005,,,,,,,25702622.1
2022-03-10,Coinbase,MATIC/USD,1.4011,1.5117,1.5066,1.437,,36403781.3844,,,,,,,25333181.2
2022-03-09,Coinbase,MATIC/USD,1.4441,1.5454,1.4467,1.5061,,45917287.45803,,,,,,,30487542.3
2022-03-08,Coinbase,MATIC/USD,1.403,1.4764,1.4105,1.4468,,38656500.57344,,,,,,,26718620.8
2022-03-07,Coinbase,MATIC/USD,1.37,1.4968,1.4352,1.4105,,53706345.2562,,,,,,,38076104.4
2022-03-06,Coinbase,MATIC/USD,1.4307,1.5192,1.5083,1.4346,,21051046.10448,,,,,,,14673808.8
2022-03-05,Coinbase,MATIC/USD,1.448,1.5158,1.478,1.5092,,21645879.38744,,,,,,,14342618.2
2022-03-04,Coinbase,MATIC/USD,1.4525,1.5878,1.5854,1.4778,,45015204.02796,,,,,,,30460958.2
2022-03-03,Coinbase,MATIC/USD,1.5416,1.6521,1.6372,1.5856,,51239618.05552,,,,,,,32315601.7
