Datetime,Exchange,Symbol_Pair,Low,High,Open,Close,Volume_in_DOGE,Volume_USD
2022-03-24,Coinbase,DOGE/USD,0.1277,0.1413,0.1299,0.1368,581638240.5,79568111.3004
2022-03-23,Coinbase,DOGE/USD,0.121,0.1321,0.1224,0.1299,418148075.9,54317435.05940999
2022-03-22,Coinbase,DOGE/USD,0.1186,0.1257,0.1192,0.1225,208818661.5,25580286.03375
2022-03-21,Coinbase,DOGE/USD,0.1177,0.1218,0.1193,0.1193,200253477.0,23890239.8061
2022-03-20,Coinbase,DOGE/USD,0.1175,0.1242,0.1237,0.1193,142928241.1,17051339.16323
2022-03-19,Coinbase,DOGE/USD,0.1184,0.1252,0.1192,0.1237,258601352.7,31988987.32899
2022-03-18,Coinbase,DOGE/USD,0.1142,0.1196,0.1164,0.1192,161458340.9,19245834.23528
2022-03-17,Coinbase,DOGE/USD,0.1159,0.1194,0.1171,0.1164,168991788.1,19670644.13484
2022-03-16,Coinbase,DOGE/USD,0.1121,0.1171,0.1127,0.117,253023392.7,29603736.9459
2022-03-15,Coinbase,DOGE/USD,0.1101,0.1143,0.1139,0.1126,149856503.9,16873842.33914
2022-03-14,Coinbase,DOGE/USD,0.1103,0.1224,0.1115,0.1139,340330047.8,38763592.44442
2022-03-13,Coinbase,DOGE/USD,0.1099,0.1164,0.1149,0.1115,175257022.9,19541158.05335
2022-03-12,Coinbase,DOGE/USD,0.1146,0.1173,0.1154,0.1149,63496275.4,7295722.04346
2022-03-11,Coinbase,DOGE/USD,0.1138,0.1186,0.1168,0.1154,131346505.8,15157386.76932
2022-03-10,Coinbase,DOGE/USD,0.1147,0.1219,0.1216,0.1168,232382936.6,27142326.99488
2022-03-09,Coinbase,DOGE/USD,0.1164,0.1244,0.1171,0.1216,200593510.3,24392170.85248
2022-03-08,Coinbase,DOGE/USD,0.1152,0.12,0.1167,0.1171,197257501.1,23098853.37881
2022-03-07,Coinbase,DOGE/USD,0.1133,0.1227,0.1207,0.1167,170508440.1,19898334.95967
2022-03-06,Coinbase,DOGE/USD,0.1193,0.1256,0.1251,0.1207,138284084.9,16690889.04743
2022-03-05,Coinbase,DOGE/USD,0.1208,0.1257,0.1226,0.1251,68049559.3,8512999.86843
2022-03-04,Coinbase,DOGE/USD,0.1201,0.1302,0.1296,0.1227,210867698.0,25873466.5446
2022-03-03,Coinbase,DOGE/USD,0.1272,0.1339,0.1331,0.1297,116055755.7,15052431.51429
