Datetime,Exchange,Symbol_Pair,Low,High,Open,Close,Volume_in_BTC,Volume_USD
2022-04-19,Coinbase,BTC/USD,40571.99,41772.94,40810.87,41503.85,10218.113707,424091058.5782719
2022-04-18,Coinbase,BTC/USD,38550.0,41100.0,39681.11,40803.58,13090.79423386,534151269.7848453
2022-04-17,Coinbase,BTC/USD,39553.07,40605.46,40387.6,39683.54,4833.31493601,191803046.59575027
2022-04-16,Coinbase,BTC/USD,40005.0,40699.99,40554.6,40387.6,4084.16565112,164949648.6511741
2022-04-15,Coinbase,BTC/USD,39770.22,40850.0,39953.62,40554.58,6448.01134712,261496392.01768583
2022-04-14,Coinbase,BTC/USD,39573.8,41512.43,41147.15,39954.08,11020.37202049,440308825.3364191
2022-04-13,Coinbase,BTC/USD,39550.0,41570.88,40086.7,41146.68,11457.63380548,471443591.7512678
2022-04-12,Coinbase,BTC/USD,39250.0,40705.68,39535.88,40086.23,13866.41847396,555852440.2234097
2022-04-11,Coinbase,BTC/USD,39204.59,42424.14,42165.96,39535.87,17229.3729009,681178247.1915054
2022-04-10,Coinbase,BTC/USD,41885.86,43443.32,42766.46,42165.96,5770.49368126,243318405.7442619
2022-04-09,Coinbase,BTC/USD,42118.96,42816.38,42261.9,42766.93,4805.71689778,205525758.16717443
2022-04-08,Coinbase,BTC/USD,42112.0,44000.0,43444.71,42262.02,11929.52123708,504165665.1118997
2022-04-07,Coinbase,BTC/USD,42734.69,43908.58,43166.71,43452.18,13245.36612438,575540033.0024621
2022-04-06,Coinbase,BTC/USD,43115.26,45523.25,45509.92,43166.7,24250.37283725,1046808569.1537195
2022-04-05,Coinbase,BTC/USD,45371.16,47200.0,46594.39,45506.5,14390.57308541,654864614.1112102
2022-04-04,Coinbase,BTC/USD,45129.93,46900.0,46420.08,46596.83,13802.44111729,643150002.3273722
2022-04-03,Coinbase,BTC/USD,45552.07,47469.4,45826.24,46422.16,8773.77185888,407297441.0364248
2022-04-02,Coinbase,BTC/USD,45642.89,47219.46,46296.36,45826.27,8380.14274375,384030684.0136283
2022-04-01,Coinbase,BTC/USD,44232.86,46739.24,45525.25,46296.34,18111.13598043,838479309.1362206
2022-03-31,Coinbase,BTC/USD,45211.0,47624.09,47078.02,45528.45,17454.79144251,794689599.4507443
2022-03-30,Coinbase,BTC/USD,46544.89,47717.01,47448.41,47078.03,12672.44584707,596593785.7617369
2022-03-29,Coinbase,BTC/USD,46589.0,48124.94,47146.92,47454.19,15776.65108647,748668198.2210538
2022-03-28,Coinbase,BTC/USD,46662.28,48240.0,46850.01,47144.92,18787.66318707,885742877.9413601
2022-03-27,Coinbase,BTC/USD,44437.22,46950.0,44538.21,46850.01,10356.10317002,485183537.0764687
2022-03-26,Coinbase,BTC/USD,44091.09,44820.58,44336.19,44539.42,7305.17827992,325368403.5842344
2022-03-25,Coinbase,BTC/USD,43605.8,45130.91,44012.36,44331.85,19128.13735444,847985715.9764309
2022-03-24,Coinbase,BTC/USD,42627.48,44241.0,42899.71,44012.29,21827.93263859,960697301.3900882
2022-03-23,Coinbase,BTC/USD,41766.79,43036.95,42376.03,42899.71,13745.27563632,589668338.6681935
2022-03-22,Coinbase,BTC/USD,40885.19,43389.79,41017.7,42378.26,19913.28660924,843890437.3808912
2022-03-21,Coinbase,BTC/USD,40509.0,41578.33,41287.24,41017.71,10996.47661055,451050288.6333228
2022-03-20,Coinbase,BTC/USD,40918.72,42330.1,42232.05,41287.24,7621.03036678,314651309.8005339
2022-03-19,Coinbase,BTC/USD,41534.89,42429.0,41781.37,42232.26,8630.97283924,364505488.9997219
2022-03-18,Coinbase,BTC/USD,40130.0,42396.04,40950.23,41774.98,17181.15226772,717742292.3609577
2022-03-17,Coinbase,BTC/USD,40521.0,41486.0,41127.96,40950.33,15717.77421989,643648041.169988
2022-03-16,Coinbase,BTC/USD,38850.0,41717.67,39298.11,41127.97,22805.48259593,937943204.0409312
2022-03-15,Coinbase,BTC/USD,38135.0,39900.0,39678.51,39298.1,14924.67641882,586511426.3744302
2022-03-14,Coinbase,BTC/USD,37560.4,39906.39,37793.4,39674.17,13566.81093809,538251963.5156422
2022-03-13,Coinbase,BTC/USD,37580.86,39318.19,38815.56,37793.01,8046.37612453,304096773.3381236
2022-03-12,Coinbase,BTC/USD,38654.02,39472.17,38732.33,38813.02,5644.14686801,219066385.27100947
2022-03-11,Coinbase,BTC/USD,38234.08,40251.51,39431.4,38732.04,15908.57521389,616171571.5273961
2022-03-10,Coinbase,BTC/USD,38560.85,42053.84,41949.28,39433.71,20814.01456026,820773814.1050704
2022-03-09,Coinbase,BTC/USD,38655.98,42597.84,38749.16,41953.97,24651.67344036,1034235567.96666
2022-03-08,Coinbase,BTC/USD,37851.54,39376.65,37991.05,38749.38,19132.76914326,741382941.9844562
2022-03-07,Coinbase,BTC/USD,37161.88,39556.58,38406.82,37994.0,19544.28414901,742565531.9574859
2022-03-06,Coinbase,BTC/USD,38091.02,39730.5,39407.87,38408.38,10099.98545246,387924079.2525556
2022-03-05,Coinbase,BTC/USD,38587.27,39600.0,39166.5,39402.43,8440.51638896,332576856.1798492
2022-03-04,Coinbase,BTC/USD,38577.01,42524.87,42464.41,39166.51,24080.60599433,943153295.482986
2022-03-03,Coinbase,BTC/USD,41811.0,44096.45,43916.47,42464.41,19278.28224695,818640881.4302061
