Datetime,Exchange,Symbol_Pair,Open,High,Low,Close,Volume_USD,Volume_in_BTC
2022-12-25 21:00:00,Bitfinex,BTC/USD,16788.0,16862.0,16788.0,16843.0,518217.93593906,30.76755542
2022-12-25 20:00:00,Bitfinex,BTC/USD,16811.0,16812.0,16783.0,16788.0,87675.53766756001,5.2225123700000005
2022-12-25 19:00:00,Bitfinex,BTC/USD,16809.0,16813.0,16755.0,16811.0,482487.85805142,28.70072322
2022-12-25 18:00:00,Bitfinex,BTC/USD,16823.0,16824.0,16809.0,16810.0,91752.078083,5.4581843
2022-12-25 17:00:00,Bitfinex,BTC/USD,16836.0,16836.0,16821.0,16822.0,46335.58970716,2.75446378
2022-12-25 16:00:00,Bitfinex,BTC/USD,16825.0,16840.0,16804.0,16836.0,55024.40818728,3.26825898
2022-12-25 15:00:00,Bitfinex,BTC/USD,16840.0,16869.0,16814.0,16824.0,433875.49100496,25.78908054
2022-12-25 14:00:00,Bitfinex,BTC/USD,16826.0,16842.0,16723.0,16842.0,3131183.4202971,185.91517755
2022-12-25 13:00:00,Bitfinex,BTC/USD,16837.0,16838.0,16822.0,16826.0,52176.905403560006,3.10096906
2022-12-25 12:00:00,Bitfinex,BTC/USD,16839.0,16839.0,16835.0,16837.0,46542.10103729,2.76427517
2022-12-25 11:00:00,Bitfinex,BTC/USD,16839.0,16841.0,16837.0,16840.0,65871.09880960001,3.91158544
2022-12-25 10:00:00,Bitfinex,BTC/USD,16852.0,16852.0,16835.0,16840.0,155877.5884024,9.25638886
2022-12-25 09:00:00,Bitfinex,BTC/USD,16852.0,16855.0,16851.0,16851.0,28825.12597095,1.71058845
2022-12-25 08:00:00,Bitfinex,BTC/USD,16848.0,16852.0,16847.0,16851.0,13826.94667011,0.82054161
2022-12-25 07:00:00,Bitfinex,BTC/USD,16849.0,16850.0,16841.0,16847.0,20089.19588415,1.19244945
2022-12-25 06:00:00,Bitfinex,BTC/USD,16850.0,16850.0,16839.0,16848.0,16908.86306304,1.00361248
2022-12-25 05:00:00,Bitfinex,BTC/USD,16844.0,16858.0,16828.0,16850.0,334381.200971,19.84458166
2022-12-25 04:00:00,Bitfinex,BTC/USD,16858.0,16859.0,16844.0,16845.0,99776.6934564,5.92322312
2022-12-25 03:00:00,Bitfinex,BTC/USD,16852.0,16859.0,16852.0,16858.0,69826.85203166,4.14206027
2022-12-25 02:00:00,Bitfinex,BTC/USD,16872.0,16873.0,16852.0,16852.0,41828.5775446,2.48211355
2022-12-25 01:00:00,Bitfinex,BTC/USD,16869.0,16874.0,16869.0,16873.0,17683.9990577,1.0480649
2022-12-25 00:00:00,Bitfinex,BTC/USD,16864.0,16871.0,16862.0,16870.0,119137.2234696,7.06207608
2022-12-24 23:00:00,Bitfinex,BTC/USD,16856.0,16869.0,16842.0,16864.0,141263.09201599998,8.3766065
2022-12-24 22:00:00,Bitfinex,BTC/USD,16851.0,16874.0,16848.0,16856.0,800413.0946604799,47.48535208
2022-12-24 21:00:00,Bitfinex,BTC/USD,16866.0,16876.0,16850.0,16851.0,136745.32172376002,8.11496776
2022-12-24 20:00:00,Bitfinex,BTC/USD,16866.0,16870.0,16864.0,16865.0,585076.8816741499,34.69178071
2022-12-24 19:00:00,Bitfinex,BTC/USD,16867.0,16884.0,16860.0,16866.0,656623.76848416,38.93180176
2022-12-24 18:00:00,Bitfinex,BTC/USD,16863.0,16891.0,16855.0,16866.0,1090728.0038871,64.67022435
2022-12-24 17:00:00,Bitfinex,BTC/USD,16859.0,16865.0,16856.0,16864.0,71934.62425248,4.26557307
2022-12-24 16:00:00,Bitfinex,BTC/USD,16855.0,16861.0,16848.0,16858.0,84278.6579376,4.9993272
2022-12-24 15:00:00,Bitfinex,BTC/USD,16853.0,16861.0,16852.0,16855.0,18476.5696592,1.09620704
2022-12-24 14:00:00,Bitfinex,BTC/USD,16848.0,16855.0,16848.0,16852.0,397275.18735212,23.57436431
2022-12-24 13:00:00,Bitfinex,BTC/USD,16848.0,16849.0,16848.0,16848.0,1046631.13352928,62.12198086
2022-12-24 12:00:00,Bitfinex,BTC/USD,16850.0,16853.0,16848.0,16848.0,138654.45397439998,8.2297278
2022-12-24 11:00:00,Bitfinex,BTC/USD,16853.0,16858.0,16849.0,16850.0,49360.9374565,2.92943249
2022-12-24 10:00:00,Bitfinex,BTC/USD,16856.0,16857.0,16850.0,16853.0,19757.66308664,1.17235288
2022-12-24 09:00:00,Bitfinex,BTC/USD,16852.0,16872.0,16852.0,16856.0,261361.08254032,15.50552222
2022-12-24 08:00:00,Bitfinex,BTC/USD,16869.0,16869.0,16853.0,16859.0,67913.58748406,4.02832834
2022-12-24 07:00:00,Bitfinex,BTC/USD,16836.0,16877.0,16834.0,16868.0,310916.11922188,18.43230491
2022-12-24 06:00:00,Bitfinex,BTC/USD,16846.0,16847.0,16832.0,16836.0,69125.62912524,4.10582259
2022-12-24 05:00:00,Bitfinex,BTC/USD,16857.0,16857.0,16836.0,16846.0,189407.59315834,11.24347579
2022-12-24 04:00:00,Bitfinex,BTC/USD,16868.0,16872.0,16852.0,16856.0,12165.09841736,0.72170731
2022-12-24 03:00:00,Bitfinex,BTC/USD,16853.0,16869.0,16852.0,16869.0,11540.00327832,0.68409528
2022-12-24 02:00:00,Bitfinex,BTC/USD,16836.0,16860.0,16833.0,16853.0,353802.98766072,20.99347224
2022-12-24 01:00:00,Bitfinex,BTC/USD,16832.0,16849.0,16829.0,16837.0,17719.189936669998,1.05239591
2022-12-24 00:00:00,Bitfinex,BTC/USD,16802.0,16839.0,16802.0,16832.0,208375.15685632,12.37970276
2022-12-23 23:00:00,Bitfinex,BTC/USD,16810.0,16817.0,16802.0,16802.0,67278.44708956001,4.00419278
2022-12-23 22:00:00,Bitfinex,BTC/USD,16834.0,16835.0,16797.0,16810.0,78682.17751230001,4.68067683
2022-12-23 21:00:00,Bitfinex,BTC/USD,16830.0,16839.0,16818.0,16834.0,78094.11111360001,4.6390704000000005
2022-12-23 20:00:00,Bitfinex,BTC/USD,16874.0,16875.0,16819.0,16828.0,335225.62929324,19.92070533
2022-12-23 19:00:00,Bitfinex,BTC/USD,16859.0,16879.0,16855.0,16874.0,34661.96097364,2.05416386
2022-12-23 18:00:00,Bitfinex,BTC/USD,16867.0,16875.0,16855.0,16859.0,65050.39401081,3.85849659
2022-12-23 17:00:00,Bitfinex,BTC/USD,16849.0,16873.0,16848.0,16867.0,272149.38267734,16.13502002
2022-12-23 16:00:00,Bitfinex,BTC/USD,16859.0,16866.0,16848.0,16848.0,79094.52341856,4.69459422
2022-12-23 15:00:00,Bitfinex,BTC/USD,16813.0,16906.0,16808.0,16860.0,1772415.618933,105.12548155
2022-12-23 14:00:00,Bitfinex,BTC/USD,16865.0,16867.0,16788.0,16813.0,524894.06078556,31.21953612
2022-12-23 13:00:00,Bitfinex,BTC/USD,16892.0,16966.0,16770.0,16869.0,2484503.4886485296,147.28220337
2022-12-23 12:00:00,Bitfinex,BTC/USD,16871.0,16894.0,16869.0,16892.0,44246.75226524,2.61939097
2022-12-23 11:00:00,Bitfinex,BTC/USD,16887.0,16888.0,16871.0,16872.0,43383.597864,2.571337
2022-12-23 10:00:00,Bitfinex,BTC/USD,16865.0,16914.0,16863.0,16887.0,674153.07408501,39.92142323
2022-12-23 09:00:00,Bitfinex,BTC/USD,16859.0,16868.0,16856.0,16866.0,197694.69385428,11.72149258
2022-12-23 08:00:00,Bitfinex,BTC/USD,16873.0,16876.0,16841.0,16860.0,493114.6090038,29.24760433
2022-12-23 07:00:00,Bitfinex,BTC/USD,16866.0,16875.0,16865.0,16872.0,168432.63019079997,9.98296765
2022-12-23 06:00:00,Bitfinex,BTC/USD,16844.0,16868.0,16837.0,16866.0,162404.89038864002,9.62912904
2022-12-23 05:00:00,Bitfinex,BTC/USD,16859.0,16865.0,16842.0,16844.0,39927.87849684,2.37045111
2022-12-23 04:00:00,Bitfinex,BTC/USD,16855.0,16859.0,16835.0,16859.0,91989.36381077,5.45639503
2022-12-23 03:00:00,Bitfinex,BTC/USD,16870.0,16907.0,16854.0,16854.0,640414.70277216,37.99778704
2022-12-23 02:00:00,Bitfinex,BTC/USD,16815.0,16895.0,16806.0,16871.0,195216.42507463,11.57112353
2022-12-23 01:00:00,Bitfinex,BTC/USD,16797.0,16822.0,16796.0,16815.0,206326.0304229,12.27035566
2022-12-23 00:00:00,Bitfinex,BTC/USD,16838.0,16840.0,16794.0,16798.0,183011.56885046,10.89484277
2022-12-22 23:00:00,Bitfinex,BTC/USD,16817.0,16844.0,16816.0,16838.0,292800.82561908,17.38928766
2022-12-22 22:00:00,Bitfinex,BTC/USD,16813.0,16860.0,16803.0,16816.0,721119.82542752,42.88295822
2022-12-22 21:00:00,Bitfinex,BTC/USD,16802.0,16836.0,16798.0,16813.0,263446.83779907,15.66923439
2022-12-22 20:00:00,Bitfinex,BTC/USD,16677.0,16868.0,16668.0,16802.0,1562121.2113146002,92.9723373
2022-12-22 19:00:00,Bitfinex,BTC/USD,16630.0,16678.0,16630.0,16677.0,261502.43288247,15.68042411
2022-12-22 18:00:00,Bitfinex,BTC/USD,16608.0,16638.0,16588.0,16630.0,518978.5424788,31.20736876
2022-12-22 17:00:00,Bitfinex,BTC/USD,16682.0,16682.0,16588.0,16611.0,749075.03317059,45.09511969
2022-12-22 16:00:00,Bitfinex,BTC/USD,16645.0,16684.0,16637.0,16683.0,484870.2292779,29.0637313
2022-12-22 15:00:00,Bitfinex,BTC/USD,16683.0,16719.0,16630.0,16646.0,1993389.7819955,119.75187925
2022-12-22 14:00:00,Bitfinex,BTC/USD,16792.0,16805.0,16666.0,16687.0,3802671.68846004,227.88228492
2022-12-22 13:00:00,Bitfinex,BTC/USD,16828.0,16831.0,16779.0,16792.0,350932.8309536,20.8988108
2022-12-22 12:00:00,Bitfinex,BTC/USD,16848.0,16854.0,16827.0,16828.0,114311.1382812,6.7929129
2022-12-22 11:00:00,Bitfinex,BTC/USD,16835.0,16855.0,16831.0,16847.0,194422.10451797,11.54045851
2022-12-22 10:00:00,Bitfinex,BTC/USD,16856.0,16866.0,16834.0,16834.0,86337.53371952,5.12875928
2022-12-22 09:00:00,Bitfinex,BTC/USD,16846.0,16872.0,16835.0,16855.0,112029.54076615,6.64666513
2022-12-22 08:00:00,Bitfinex,BTC/USD,16835.0,16860.0,16813.0,16845.0,180573.36081825,10.71970085
2022-12-22 07:00:00,Bitfinex,BTC/USD,16822.0,16835.0,16800.0,16835.0,278641.20991070004,16.55130442
2022-12-22 06:00:00,Bitfinex,BTC/USD,16841.0,16842.0,16811.0,16821.0,178739.43834222,10.62596982
2022-12-22 05:00:00,Bitfinex,BTC/USD,16859.0,16859.0,16839.0,16842.0,95440.21898964,5.66679842
2022-12-22 04:00:00,Bitfinex,BTC/USD,16870.0,16873.0,16857.0,16858.0,47665.94189730001,2.82749685
2022-12-22 03:00:00,Bitfinex,BTC/USD,16862.0,16870.0,16858.0,16870.0,247207.153102,14.6536546
2022-12-22 02:00:00,Bitfinex,BTC/USD,16836.0,16862.0,16835.0,16862.0,12674.40711586,0.75165503
2022-12-22 01:00:00,Bitfinex,BTC/USD,16867.0,16868.0,16836.0,16836.0,249713.32079016,14.83210506
2022-12-22 00:00:00,Bitfinex,BTC/USD,16840.0,16867.0,16831.0,16866.0,49546.57457196,2.93766006
2022-12-21 23:00:00,Bitfinex,BTC/USD,16781.0,16845.0,16772.0,16845.0,694947.8456981999,41.25543756
2022-12-21 22:00:00,Bitfinex,BTC/USD,16804.0,16804.0,16781.0,16781.0,132857.05496171,7.91711191
2022-12-21 21:00:00,Bitfinex,BTC/USD,16791.0,16812.0,16777.0,16802.0,104072.8767134,6.1940767
2022-12-21 20:00:00,Bitfinex,BTC/USD,16769.0,16792.0,16755.0,16792.0,295100.06988920004,17.57384885
2022-12-21 19:00:00,Bitfinex,BTC/USD,16804.0,16817.0,16751.0,16769.0,2235388.9406066104,133.30484469
2022-12-21 18:00:00,Bitfinex,BTC/USD,16823.0,16846.0,16796.0,16801.0,92816.36576684,5.52445484
2022-12-21 17:00:00,Bitfinex,BTC/USD,16802.0,16827.0,16793.0,16823.0,151729.27165003,9.01915661
2022-12-21 16:00:00,Bitfinex,BTC/USD,16868.0,16872.0,16802.0,16803.0,1902389.50972035,113.21725345
2022-12-21 15:00:00,Bitfinex,BTC/USD,16804.0,16877.0,16780.0,16867.0,834717.6718039999,49.488212
2022-12-21 14:00:00,Bitfinex,BTC/USD,16857.0,16930.0,16750.0,16802.0,1604526.9571607602,95.49618838
2022-12-21 13:00:00,Bitfinex,BTC/USD,16856.0,16861.0,16834.0,16856.0,322628.82549912005,19.14029577
2022-12-21 12:00:00,Bitfinex,BTC/USD,16891.0,16892.0,16854.0,16856.0,345210.50175136,20.47997756
2022-12-21 11:00:00,Bitfinex,BTC/USD,16880.0,16901.0,16872.0,16892.0,88336.15048288,5.22946664
2022-12-21 10:00:00,Bitfinex,BTC/USD,16885.0,16891.0,16872.0,16879.0,371567.96523486,22.01362434
2022-12-21 09:00:00,Bitfinex,BTC/USD,16881.0,16893.0,16876.0,16885.0,290799.2450077,17.22234202
2022-12-21 08:00:00,Bitfinex,BTC/USD,16834.0,16905.0,16815.0,16885.0,949603.0703621,56.23944746
2022-12-21 07:00:00,Bitfinex,BTC/USD,16859.0,16865.0,16834.0,16834.0,193937.97028752,11.52061128
2022-12-21 06:00:00,Bitfinex,BTC/USD,16849.0,16868.0,16839.0,16859.0,314027.92288841004,18.62672299
2022-12-21 05:00:00,Bitfinex,BTC/USD,16812.0,16857.0,16791.0,16850.0,227360.5387925,13.49320705
2022-12-21 04:00:00,Bitfinex,BTC/USD,16851.0,16852.0,16804.0,16812.0,516862.30987116,30.74365393
2022-12-21 03:00:00,Bitfinex,BTC/USD,16864.0,16865.0,16818.0,16853.0,638151.17280097,37.86573149
2022-12-21 02:00:00,Bitfinex,BTC/USD,16881.0,16891.0,16859.0,16864.0,264447.44262368,15.68118137
2022-12-21 01:00:00,Bitfinex,BTC/USD,16861.0,16888.0,16849.0,16882.0,126867.8619724,7.5149782
2022-12-21 00:00:00,Bitfinex,BTC/USD,16917.0,16934.0,16836.0,16862.0,586191.81106664,34.76407372
2022-12-20 23:00:00,Bitfinex,BTC/USD,16887.0,16935.0,16887.0,16924.0,684364.68359288,40.43752562
2022-12-20 22:00:00,Bitfinex,BTC/USD,16900.0,16919.0,16877.0,16886.0,361149.30271048,21.38749868
2022-12-20 21:00:00,Bitfinex,BTC/USD,16877.0,16902.0,16858.0,16900.0,238977.899628,14.14070412
2022-12-20 20:00:00,Bitfinex,BTC/USD,16909.0,16937.0,16863.0,16877.0,211792.61347216,12.54918608
2022-12-20 19:00:00,Bitfinex,BTC/USD,16850.0,16921.0,16850.0,16909.0,410293.435564,24.264796
2022-12-20 18:00:00,Bitfinex,BTC/USD,16827.0,16872.0,16791.0,16850.0,617450.769136,36.64396256
2022-12-20 17:00:00,Bitfinex,BTC/USD,16857.0,16869.0,16807.0,16827.0,283779.35611728,16.86452464
2022-12-20 16:00:00,Bitfinex,BTC/USD,16939.0,16947.0,16795.0,16857.0,1443463.6339251,85.6299243
2022-12-20 15:00:00,Bitfinex,BTC/USD,16921.0,17066.0,16921.0,16940.0,2361895.6729984,139.42713536
2022-12-20 14:00:00,Bitfinex,BTC/USD,16808.0,16991.0,16716.0,16921.0,4258864.00729604,251.69103524
2022-12-20 13:00:00,Bitfinex,BTC/USD,16839.0,16839.0,16799.0,16806.0,240380.13581472,14.30323312
2022-12-20 12:00:00,Bitfinex,BTC/USD,16828.0,16866.0,16815.0,16838.0,289037.51544432,17.16578664
2022-12-20 11:00:00,Bitfinex,BTC/USD,16795.0,16858.0,16790.0,16828.0,230600.84532212,13.70340179
2022-12-20 10:00:00,Bitfinex,BTC/USD,16828.0,16839.0,16791.0,16794.0,760468.21012152,45.28213708
2022-12-20 09:00:00,Bitfinex,BTC/USD,16840.0,16870.0,16817.0,16829.0,650226.06248274,38.63723706
2022-12-20 08:00:00,Bitfinex,BTC/USD,16816.0,16845.0,16782.0,16839.0,370360.96475733,21.99423747
2022-12-20 07:00:00,Bitfinex,BTC/USD,16849.0,16855.0,16805.0,16816.0,587989.51417312,34.96607482
2022-12-20 06:00:00,Bitfinex,BTC/USD,16798.0,16848.0,16762.0,16848.0,2281087.4840208003,135.3921821
2022-12-20 05:00:00,Bitfinex,BTC/USD,16801.0,16818.0,16769.0,16798.0,429471.43883242,25.56681979
2022-12-20 04:00:00,Bitfinex,BTC/USD,16736.0,16890.0,16701.0,16801.0,2165553.24871481,128.89430681
2022-12-20 03:00:00,Bitfinex,BTC/USD,16732.0,16823.0,16690.0,16735.0,1010393.3282871,60.37605786
2022-12-20 02:00:00,Bitfinex,BTC/USD,16586.0,16850.0,16563.0,16731.0,2893346.17329186,172.93324806
2022-12-20 01:00:00,Bitfinex,BTC/USD,16469.0,16598.0,16460.0,16585.0,1042707.87886645,62.87053837
2022-12-20 00:00:00,Bitfinex,BTC/USD,16448.0,16484.0,16413.0,16468.0,753621.6932388,45.7627941
2022-12-19 23:00:00,Bitfinex,BTC/USD,16423.0,16463.0,16388.0,16447.0,357928.51643216,21.76254128
2022-12-19 22:00:00,Bitfinex,BTC/USD,16590.0,16603.0,16261.0,16423.0,12359700.92963529,752.58484623
2022-12-19 21:00:00,Bitfinex,BTC/USD,16610.0,16646.0,16589.0,16590.0,4127894.3663538,248.81822582
2022-12-19 20:00:00,Bitfinex,BTC/USD,16564.0,16619.0,16552.0,16609.0,871688.7920377799,52.48291842
2022-12-19 19:00:00,Bitfinex,BTC/USD,16555.0,16593.0,16541.0,16564.0,411006.24183908,24.81322397
2022-12-19 18:00:00,Bitfinex,BTC/USD,16610.0,16641.0,16545.0,16554.0,342649.9928622,20.6989243
2022-12-19 17:00:00,Bitfinex,BTC/USD,16640.0,16655.0,16531.0,16608.0,2975641.00603776,179.16913572
2022-12-19 16:00:00,Bitfinex,BTC/USD,16674.0,16701.0,16589.0,16641.0,3707092.41687747,222.76860867
2022-12-19 15:00:00,Bitfinex,BTC/USD,16744.0,16749.0,16674.0,16674.0,1344635.44872384,80.64264416
2022-12-19 14:00:00,Bitfinex,BTC/USD,16719.0,16768.0,16681.0,16743.0,966952.82405175,57.75266225
2022-12-19 13:00:00,Bitfinex,BTC/USD,16756.0,16764.0,16720.0,16721.0,221466.99204614,13.24484134
2022-12-19 12:00:00,Bitfinex,BTC/USD,16745.0,16767.0,16732.0,16756.0,414185.67074724,24.71864829
2022-12-19 11:00:00,Bitfinex,BTC/USD,16782.0,16783.0,16738.0,16745.0,714249.4020623501,42.65448803
2022-12-19 10:00:00,Bitfinex,BTC/USD,16765.0,16797.0,16762.0,16783.0,52869.11916832,3.15015904
2022-12-19 09:00:00,Bitfinex,BTC/USD,16771.0,16781.0,16756.0,16767.0,680473.5520516201,40.58409686
2022-12-19 08:00:00,Bitfinex,BTC/USD,16735.0,16773.0,16729.0,16772.0,174044.30223544,10.37707502
2022-12-19 07:00:00,Bitfinex,BTC/USD,16753.0,16759.0,16717.0,16736.0,117709.00604576,7.03328191
2022-12-19 06:00:00,Bitfinex,BTC/USD,16720.0,16759.0,16719.0,16753.0,89007.57459044,5.31293348
2022-12-19 05:00:00,Bitfinex,BTC/USD,16729.0,16743.0,16713.0,16721.0,83325.92166091001,4.98330971
2022-12-19 04:00:00,Bitfinex,BTC/USD,16695.0,16745.0,16687.0,16729.0,349477.17015046,20.89049974
2022-12-19 03:00:00,Bitfinex,BTC/USD,16740.0,16743.0,16648.0,16696.0,2842887.9075592803,170.27359293
2022-12-19 02:00:00,Bitfinex,BTC/USD,16798.0,16801.0,16740.0,16740.0,75762.3592134,4.52582791
2022-12-19 01:00:00,Bitfinex,BTC/USD,16790.0,16817.0,16772.0,16797.0,227834.55721521,13.56400293
2022-12-19 00:00:00,Bitfinex,BTC/USD,16756.0,16825.0,16739.0,16787.0,238905.69495094,14.23158962
2022-12-18 23:00:00,Bitfinex,BTC/USD,16778.0,16832.0,16748.0,16755.0,491443.7794878,29.33117156
2022-12-18 22:00:00,Bitfinex,BTC/USD,16767.0,16872.0,16748.0,16777.0,1567278.04098274,93.41825362
2022-12-18 21:00:00,Bitfinex,BTC/USD,16772.0,16791.0,16754.0,16766.0,218883.73167212,13.05521482
2022-12-18 20:00:00,Bitfinex,BTC/USD,16764.0,16782.0,16762.0,16771.0,97193.07239783,5.79530573
2022-12-18 19:00:00,Bitfinex,BTC/USD,16755.0,16777.0,16742.0,16764.0,286950.32460468,17.11705587
2022-12-18 18:00:00,Bitfinex,BTC/USD,16724.0,16802.0,16723.0,16754.0,1497344.88166148,89.37238162
2022-12-18 17:00:00,Bitfinex,BTC/USD,16707.0,16724.0,16696.0,16724.0,130636.75416424,7.81133426
2022-12-18 16:00:00,Bitfinex,BTC/USD,16697.0,16711.0,16696.0,16707.0,101644.66709295,6.08395685
2022-12-18 15:00:00,Bitfinex,BTC/USD,16702.0,16706.0,16690.0,16696.0,217756.35017264,13.04242634
2022-12-18 14:00:00,Bitfinex,BTC/USD,16723.0,16737.0,16695.0,16701.0,681997.40397765,40.83572265
2022-12-18 13:00:00,Bitfinex,BTC/USD,16737.0,16740.0,16717.0,16723.0,319859.95090231,19.12694797
2022-12-18 12:00:00,Bitfinex,BTC/USD,16722.0,16745.0,16720.0,16736.0,195384.25861504,11.67448964
2022-12-18 11:00:00,Bitfinex,BTC/USD,16718.0,16735.0,16717.0,16721.0,92351.62919087,5.52309247
2022-12-18 10:00:00,Bitfinex,BTC/USD,16712.0,16726.0,16707.0,16718.0,214439.63639956,12.82687142
2022-12-18 09:00:00,Bitfinex,BTC/USD,16767.0,16768.0,16678.0,16712.0,459134.27942872,27.47332931
2022-12-18 08:00:00,Bitfinex,BTC/USD,16764.0,16782.0,16761.0,16766.0,373111.51580582,22.25405677
2022-12-18 07:00:00,Bitfinex,BTC/USD,16752.0,16771.0,16751.0,16764.0,180362.17881264,10.75889876
2022-12-18 06:00:00,Bitfinex,BTC/USD,16762.0,16763.0,16740.0,16751.0,277416.38564605,16.56118355
2022-12-18 05:00:00,Bitfinex,BTC/USD,16786.0,16787.0,16762.0,16763.0,121887.80701595,7.27124065
2022-12-18 04:00:00,Bitfinex,BTC/USD,16757.0,16818.0,16756.0,16787.0,523609.24297887,31.19135301
2022-12-18 03:00:00,Bitfinex,BTC/USD,16750.0,16759.0,16749.0,16756.0,48399.28140296,2.88847466
2022-12-18 02:00:00,Bitfinex,BTC/USD,16734.0,16750.0,16729.0,16749.0,20616.64775937,1.23091813
2022-12-18 01:00:00,Bitfinex,BTC/USD,16760.0,16760.0,16726.0,16733.0,1915263.64854765,114.46026705
2022-12-18 00:00:00,Bitfinex,BTC/USD,16794.0,16796.0,16742.0,16759.0,223283.35042745,13.32319055
2022-12-17 23:00:00,Bitfinex,BTC/USD,16755.0,16811.0,16747.0,16793.0,534745.22339784,31.84334088
2022-12-17 22:00:00,Bitfinex,BTC/USD,16729.0,16777.0,16725.0,16755.0,527685.43543665,31.49420683
2022-12-17 21:00:00,Bitfinex,BTC/USD,16715.0,16747.0,16715.0,16729.0,425735.6919896,25.4489624
2022-12-17 20:00:00,Bitfinex,BTC/USD,16711.0,16722.0,16709.0,16715.0,71434.01545525,4.27364735
2022-12-17 19:00:00,Bitfinex,BTC/USD,16724.0,16740.0,16706.0,16710.0,955998.4436631,57.21115761
2022-12-17 18:00:00,Bitfinex,BTC/USD,16683.0,16743.0,16675.0,16724.0,2819284.2851980403,168.57715171
2022-12-17 17:00:00,Bitfinex,BTC/USD,16709.0,16712.0,16663.0,16685.0,387436.84558,23.220668
2022-12-17 16:00:00,Bitfinex,BTC/USD,16713.0,16713.0,16694.0,16710.0,98460.3201333,5.89229923
2022-12-17 15:00:00,Bitfinex,BTC/USD,16664.0,16717.0,16664.0,16713.0,390982.3793901,23.3939077
2022-12-17 14:00:00,Bitfinex,BTC/USD,16682.0,16724.0,16663.0,16664.0,607481.34026488,36.45471317
2022-12-17 13:00:00,Bitfinex,BTC/USD,16709.0,16718.0,16670.0,16681.0,488241.00246936,29.26928856
2022-12-17 12:00:00,Bitfinex,BTC/USD,16727.0,16740.0,16690.0,16708.0,367093.31824392,21.97111074
2022-12-17 11:00:00,Bitfinex,BTC/USD,16755.0,16768.0,16714.0,16726.0,100567.03244378,6.01261703
