Datetime,Exchange,Symbol_Pair,Open,High,Low,Close,Volume_USD,Volume_in_ETH,Volume_in_BTC,Volume_in_XRP,Volume_in_ADA,Volume_in_DOGE,Volume_in_LTC,Volume_in_SOL
2022-12-13,Bitfinex,ETH/USD,1276.7,1348.5,1256.9,1321.4,39336930.00384672,29769.13122737,,,,,,
2022-12-12,Bitfinex,ETH/USD,1264.1,1280.3,1241.8,1276.7,17059577.613984756,13362.24454765,,,,,,
2022-12-11,Bitfinex,ETH/USD,1267.0,1286.1,1257.1,1264.5,6524274.28638627,5159.56843526,,,,,,
2022-12-10,Bitfinex,ETH/USD,1263.4,1285.1,1260.1,1266.7,5355715.227280889,4228.08496667,,,,,,
2022-12-09,Bitfinex,ETH/USD,1281.4,1297.4,1256.3,1263.3,18852010.94212733,14922.82984416,,,,,,
2022-12-08,Bitfinex,ETH/USD,1231.9,1293.6,1222.8,1281.4,29130724.77941265,22733.51395303,,,,,,
2022-12-07,Bitfinex,ETH/USD,1271.9,1278.3,1219.0,1231.7,11764390.245294852,9551.3438705,,,,,,
2022-12-06,Bitfinex,ETH/USD,1259.9,1274.6,1242.6,1271.9,9078786.422368769,7137.97187072,,,,,,
2022-12-05,Bitfinex,ETH/USD,1280.6,1306.4,1246.9,1260.1,21440008.44417961,17014.52935813,,,,,,
2022-12-04,Bitfinex,ETH/USD,1240.9,1287.6,1240.6,1280.5,12961333.628157394,10122.08795639,,,,,,
2022-12-03,Bitfinex,ETH/USD,1295.8,1305.6,1237.0,1240.9,19267373.453466427,15526.93484847,,,,,,
2022-12-02,Bitfinex,ETH/USD,1276.8,1297.1,1265.9,1296.0,14228841.939857282,10979.04470668,,,,,,
2022-12-01,Bitfinex,ETH/USD,1295.6,1298.5,1263.7,1276.7,13768344.310042208,10784.32232321,,,,,,
2022-11-30,Bitfinex,ETH/USD,1216.9,1310.3,1213.2,1295.6,22550367.64733423,17405.34705722,,,,,,
2022-11-29,Bitfinex,ETH/USD,1168.0,1228.9,1158.7,1216.9,12917639.01928586,10615.20175798,,,,,,
2022-11-28,Bitfinex,ETH/USD,1194.1,1199.3,1149.8,1168.0,12675895.7899568,10852.6505051,,,,,,
2022-11-27,Bitfinex,ETH/USD,1205.1,1223.4,1189.5,1194.0,5031686.52041748,4214.14281442,,,,,,
2022-11-26,Bitfinex,ETH/USD,1199.2,1234.7,1196.9,1205.2,8043387.343521984,6673.90254192,,,,,,
2022-11-25,Bitfinex,ETH/USD,1204.2,1208.1,1171.2,1198.5,10459634.074138544,8727.27081697,,,,,,
2022-11-24,Bitfinex,ETH/USD,1184.7,1216.6,1180.9,1204.6,25113268.10318985,20847.80682649,,,,,,
2022-11-23,Bitfinex,ETH/USD,1139.6,1192.0,1127.6,1184.3,22200557.158622727,18745.72081282,,,,,,
2022-11-22,Bitfinex,ETH/USD,1106.6,1142.0,1075.2,1138.8,17654023.83101526,15502.30403145,,,,,,
2022-11-21,Bitfinex,ETH/USD,1141.9,1145.7,1079.5,1106.5,33638668.6125216,30400.96575917,,,,,,
2022-11-20,Bitfinex,ETH/USD,1216.6,1226.3,1132.2,1142.0,17418372.21675774,15252.51507597,,,,,,
