Datetime,Symbol_Pair,Open,High,Low,Close,Volume_USD,Volume_in_BTC
2022-09-05,BTC/USD,20004.0,20060.0,19637.0,19788.90905518,44445299.42765316,2245.97016964
2022-09-04,BTC/USD,19833.70674633,20039.0,19589.0,20003.0,40841341.211189315,2041.76079644
2022-09-03,BTC/USD,19969.84380935,20063.72915111,19646.41290961,19835.0,32655494.0873081,1646.35715086
2022-09-02,BTC/USD,20142.41710996,20441.42260626,19764.0,19970.0,125723785.8363721,6295.63274093
2022-09-01,BTC/USD,20056.01071509,20212.0,19581.0,20144.0,119589406.52980144,5936.72590001
2022-08-31,BTC/USD,19825.0,20495.0,19812.0,20058.0,93050369.66847287,4639.06519436
2022-08-30,BTC/USD,20299.0,20589.0,19574.0,19824.0,105674959.27822511,5330.65775213
2022-08-29,BTC/USD,19570.9358742,20427.0,19561.0,20307.0,83952759.04453263,4134.17831509
2022-08-28,BTC/USD,20044.0,20169.0,19540.0,19571.0,63248042.109813884,3231.72255428
2022-08-27,BTC/USD,20256.46139587,20386.0,19773.0,20049.0,51111599.1403365,2549.3340885
2022-08-26,BTC/USD,21562.63485514,21874.0,20133.0,20262.0,227531981.85877433,11229.49273807
2022-08-25,BTC/USD,21372.50137535,21816.0,21318.0,21563.0,69391478.2849775,3218.0808925
2022-08-24,BTC/USD,21528.0,21930.0,21157.0,21365.61149467,115618091.35965316,5411.41035858
2022-08-23,BTC/USD,21396.0,21685.0,20908.0,21519.0,105850436.55917923,4918.92915838
2022-08-22,BTC/USD,21514.0,21537.0,20908.0,21395.0,73691544.5941422,3444.33487236
2022-08-21,BTC/USD,21139.0,21800.0,21070.0,21511.72749449,49724762.39707133,2311.5187941
2022-08-20,BTC/USD,20832.0,21370.0,20769.0,21141.0,43161616.26429624,2041.60712664
2022-08-19,BTC/USD,23194.0,23199.0,20790.0,20835.0,198628383.09536102,9533.3997166
2022-08-18,BTC/USD,23332.0,23600.0,23115.0,23204.0,70231799.44654423,3026.71088806
2022-08-17,BTC/USD,23855.76464293,24440.0,23170.0,23332.48537268,142939854.76686418,6126.2164096
2022-08-16,BTC/USD,24091.0,24234.10623656,23679.0,23856.0,66040849.04400144,2768.31191499
2022-08-15,BTC/USD,24303.0,25205.0,23758.0,24094.0,215251202.5880458,8933.80935453
2022-08-14,BTC/USD,24435.0,25068.0,24143.0,24300.0,66677810.836797,2743.94283279
2022-08-13,BTC/USD,24399.0,24900.0,24284.0,24425.0,98880147.61903726,4048.31720037
2022-08-12,BTC/USD,23932.0,24470.0,23600.0,24401.0,86818921.40495665,3558.00669665
2022-08-11,BTC/USD,23954.0,24900.0,23861.0,23931.54283369,140792610.91581187,5883.13974967
2022-08-10,BTC/USD,23141.0,24227.0,22650.0,23954.17992196,210285935.2263754,8778.67394799
2022-08-09,BTC/USD,23817.0,23913.0,22888.0,23142.0,94219364.42205799,4071.35789569
2022-08-08,BTC/USD,23177.92133232,24224.0,23163.96340701,23817.0,68964033.24113715,2895.58018395
2022-08-07,BTC/USD,22929.97521111,23435.0,22836.0,23177.92133232,49929713.41740444,2154.19289338
2022-08-06,BTC/USD,23312.0,23341.25695438,22898.0,22930.0,28992924.983704504,1264.41016065
2022-08-05,BTC/USD,22611.0,23479.0,22593.47884997,23312.0,165070095.56743553,7080.90663896
2022-08-04,BTC/USD,22813.21307165,23214.0,22390.0,22611.73420504,103938084.4346134,4596.64364936
2022-08-03,BTC/USD,22982.0,23634.09748227,22680.0,22813.87370738,108305472.57044335,4747.35128105
2022-08-02,BTC/USD,23256.0,23466.0,22676.0,22986.0,96988305.71694583,4219.45121887
2022-08-01,BTC/USD,23291.0,23499.33892049,22879.0,23256.43130738,129740878.80674516,5578.70969505
2022-07-31,BTC/USD,23640.26790736,24211.0,23233.0,23294.0,73296802.28846729,3146.59578812
2022-07-30,BTC/USD,23782.0,24736.0,23512.0,23639.0,101555014.83679244,4296.07914196
2022-07-29,BTC/USD,23844.17675427,24444.0,23450.0,23764.0,119453650.34820464,5026.66429676
2022-07-28,BTC/USD,22953.21189857,24180.0,22594.0,23848.0,158047178.94715905,6627.27184448
2022-07-27,BTC/USD,21268.0,23100.0,21056.0,22951.0,171431656.22183982,7469.46347531
2022-07-26,BTC/USD,21305.0,21338.0,20724.0,21262.0,94213738.9633458,4431.0854559
2022-07-25,BTC/USD,22578.0,22663.27985526,21260.0,21297.0,94180781.94893916,4422.25580828
2022-07-24,BTC/USD,22442.0,23006.0,22261.0,22580.43244993,52920421.41805458,2343.64074007
2022-07-23,BTC/USD,22685.0,22995.0,21943.0,22448.0,60421797.73803888,2691.6338978100002
2022-07-22,BTC/USD,23150.0,23732.0,22515.0,22681.0,115021226.27195098,5071.25903937
2022-07-21,BTC/USD,23214.24295395,23423.0,22350.0,23151.82385576,188080816.03043196,8123.80126949
2022-07-20,BTC/USD,23384.0,24276.0,22905.0,23209.0,195821268.1550946,8437.29881318
2022-07-19,BTC/USD,22436.0,23800.0,21592.0,23388.0,238869367.31937325,10213.33022573
2022-07-18,BTC/USD,20791.0,22780.0,20763.0,22437.0,191101995.45660195,8517.27037735
2022-07-17,BTC/USD,21211.8461135,21666.0,20750.0,20787.94254165,65861394.60334017,3168.24979054
2022-07-16,BTC/USD,20820.0,21606.0,20474.0,21224.0,72214056.37713008,3402.47155942
2022-07-15,BTC/USD,20580.88162175,21195.0,20373.0,20820.0,74761939.0519056,3590.87123208
2022-07-14,BTC/USD,20232.0,21026.0,19625.0,20582.0,124704257.59222782,6058.89892101
2022-07-13,BTC/USD,19308.0,20347.0,18912.59691993,20246.0,242951062.00099787,11999.95366991
2022-07-12,BTC/USD,19945.0,20038.23365274,19216.56633301,19310.53347612,130887320.25376731,6778.02715371
2022-07-11,BTC/USD,20869.0,20869.0,19872.0,19944.0,131826560.79635137,6609.83557944
2022-07-10,BTC/USD,21576.1046085,21590.54000409,20669.0,20854.59638401,60133725.93633437,2883.47589323
2022-07-09,BTC/USD,21587.17550637,21976.0,21318.0,21575.75757576,47377694.90933866,2195.876309
2022-07-08,BTC/USD,21597.0,22425.0,21172.0,21590.0,250394993.4810079,11597.73012881
2022-07-07,BTC/USD,20551.24599564,21816.0,20253.0,21593.0,120842672.56368451,5596.3818165
2022-07-06,BTC/USD,20168.28749762,20665.61764153,19758.0,20557.05483986,88791713.24686728,4319.28182021
2022-07-05,BTC/USD,20233.0,20736.0,19287.0,20169.0,89732219.07439153,4449.01676208
2022-07-04,BTC/USD,19307.29593377,20343.0,19050.0,20231.0,71741676.37852989,3546.1260629
2022-07-03,BTC/USD,19230.0,19666.0,18774.0,19308.0,45467067.13914984,2354.83049198
2022-07-02,BTC/USD,19281.0,19445.0,18980.0,19230.0,32040099.3328374,1666.15181138
2022-07-01,BTC/USD,19943.0,20959.0,18962.0,19286.0,100127862.30476938,5191.73816783
2022-06-30,BTC/USD,20112.0,20157.0,18638.0,19944.0,114609664.40173055,5746.57362624
2022-06-29,BTC/USD,20271.0,20430.0,19844.0,20111.0,68009698.9668642,3381.7164222
2022-06-28,BTC/USD,20734.0,21208.0,20194.0,20272.0,48428105.221532956,2388.91600343
2022-06-27,BTC/USD,21054.89482996,21534.0,20515.0,20718.0,57828109.039955094,2791.20132445
2022-06-26,BTC/USD,21479.0,22020.0,20980.0,21056.0,59015656.711567365,2802.79524656
2022-06-25,BTC/USD,21229.0,21594.0,20893.0,21473.0,49376608.86056974,2299.47417038
2022-06-24,BTC/USD,21076.0,21549.0,20704.0,21229.0,123058311.88894387,5796.70789434
2022-06-23,BTC/USD,19952.0,21179.0,19855.0,21074.0,129493132.373357,6144.6869305
2022-06-22,BTC/USD,20689.23205291,20848.0,19730.0,19944.0,144764591.53869864,7258.55352681
2022-06-21,BTC/USD,20554.0,21675.0,20327.0,20694.0,169320402.69386232,8182.10122228
2022-06-20,BTC/USD,20543.45566385,21039.0,19626.0,20549.09798559,137455891.6935479,6689.14478825
2022-06-19,BTC/USD,18964.0,20744.0,17950.0,20549.0,239998700.3550037,11679.3372113
2022-06-18,BTC/USD,20413.0,20688.0,17605.0,18965.0,340041747.5663647,17929.96296158
2022-06-17,BTC/USD,20400.0,21362.0,20250.0,20414.0,490342023.94760656,24019.88948504
2022-06-16,BTC/USD,22594.0,23010.0,20248.0,20397.20710459,137530967.83132172,6742.63722117
2022-06-15,BTC/USD,22143.0,22810.0,20073.0,22594.0,396638610.5484546,17555.04162824
2022-06-14,BTC/USD,22500.0,23377.0,20859.0,22143.77484,364420525.75281894,16457.01911196
2022-06-13,BTC/USD,26636.0,26951.0,21953.0,22500.0,961326207.704475,42725.60923131
2022-06-12,BTC/USD,28442.0,28558.26751191,26636.0,26636.0,237333186.8725872,8910.2412852
2022-06-11,BTC/USD,29104.0,29456.0,28138.0,28433.0,106582238.48931283,3748.54002354
2022-06-10,BTC/USD,30112.0,30395.0,28864.0,29103.0,141192389.68206382,4851.47200227
2022-06-09,BTC/USD,30225.0,30711.83055338,29952.0,30112.15191487,63128192.91206675,2096.43578747
2022-06-08,BTC/USD,31138.0,31339.0,29872.0,30226.0,79971025.07917936,2645.76937336
2022-06-07,BTC/USD,31371.0,31591.0,29174.0,31137.0,199860497.9256738,6418.74611959
2022-06-06,BTC/USD,29934.0,31775.0,29907.0,31371.83211454,150036348.90459606,4782.51790832
2022-06-05,BTC/USD,29873.0,30245.0,29540.0,29923.41356674,51367789.52973098,1716.64203401
2022-06-04,BTC/USD,29719.0,30028.0,29498.0,29874.0,44827172.5542849,1500.54135885
2022-06-03,BTC/USD,30473.75559032,30708.17873851,29300.0,29730.0,90326110.0306656,3038.21426272
2022-06-02,BTC/USD,29843.0,30719.0,29610.0,30478.0,180625291.5827889,5926.41549914
2022-06-01,BTC/USD,31798.25894723,31974.1614267,29346.0,29833.0,144419447.8075053,4840.9294341
2022-05-31,BTC/USD,31724.19964769,32407.93272565,31220.0,31785.0,92967100.17955816,2924.87337359
2022-05-30,BTC/USD,29477.0,32503.0,29310.0,31726.27832771,251723888.0278479,7934.23941591
2022-05-29,BTC/USD,29037.32513873,29699.25013822,28850.0,29476.0,75862562.1133714,2573.70613765
2022-05-28,BTC/USD,28618.20387438,29269.0,28524.0,29037.32513873,47993998.911627725,1652.8381551100001
2022-05-27,BTC/USD,29197.0,29384.0,28262.0,28609.29899389,125082506.4055705,4372.09266932
2022-05-26,BTC/USD,29522.0,29859.22423568,27978.0,29206.99009526,161830899.72423527,5540.827699
2022-05-25,BTC/USD,29648.0,30219.30951769,29333.0,29525.65891892,63564951.32159022,2152.87155813
2022-05-24,BTC/USD,29102.0,29854.0,28652.02346923,29647.0,86163205.09231818,2906.30435094
2022-05-23,BTC/USD,30279.0,30666.0,28863.0,29102.0,81162324.32131822,2788.89163361
2022-05-22,BTC/USD,29439.0,30477.0,29238.0,30283.0,81300625.74305882,2684.69523307
2022-05-21,BTC/USD,29203.0,29654.0,28937.0,29439.0,37544753.98736829,1275.34067011
2022-05-20,BTC/USD,30329.0,30769.0,28702.0,29202.32017749,115038893.7184712,3939.37512565
2022-05-19,BTC/USD,28685.0,30550.0,28670.0,30329.11483534,136177886.62188146,4490.0053088
2022-05-18,BTC/USD,30440.0,30702.0,28632.1300395,28681.0,113252843.38951343,3948.70623024
2022-05-17,BTC/USD,29868.0,30773.0,29433.51564009,30442.0,93607689.42906597,3074.95202119
2022-05-16,BTC/USD,31323.0,31324.08253275,29070.0,29864.0,135025867.35607198,4521.359073
2022-05-15,BTC/USD,30099.0,31500.0,29481.0,31318.0,85827401.05420837,2740.51347641
2022-05-14,BTC/USD,29301.0,30416.94862318,28630.0,30099.0,124243567.24571879,4127.8304012
2022-05-13,BTC/USD,29089.0,31136.0,28826.0,29305.0,255619444.39860424,8722.72459985
2022-05-12,BTC/USD,29149.69356674,30270.0,26591.0,29078.0,995962514.7181842,34251.41050685
2022-05-11,BTC/USD,31065.32759343,32227.0,27900.0,29149.0,837449751.3159056,28729.96505252
2022-05-10,BTC/USD,30136.0,32687.0,29833.0,31072.0,440373581.55206144,14172.68220752
