Datetime,Symbol_Pair,Open,High,Low,Close,Volume_USD,Volume_in_BTC
2022-11-13,BTC/USD,16815.0,16956.0,16255.0,16345.0,41531313.05232455,2540.91851039
2022-11-12,BTC/USD,17056.0,17106.0,16635.0,16820.0,20988520.8341236,1247.83120298
2022-11-11,BTC/USD,17584.0,17671.0,16355.0,17047.0,136946186.11434668,8033.4478861
2022-11-10,BTC/USD,15928.0,18156.0,15760.0,17585.0,364580355.8713521,20732.46265973
2022-11-09,BTC/USD,18557.0,18600.0,15588.0,15923.0,287964256.7051054,18084.79913993
2022-11-08,BTC/USD,20609.0,20712.0,16950.0,18559.0,380757722.3097714,20516.06887816
2022-11-07,BTC/USD,20932.0,21083.0,20421.0,20609.0,37986471.906592555,1843.19820984
2022-11-06,BTC/USD,21316.0,21378.0,20900.0,20932.0,28352372.06179876,1354.49895193
2022-11-05,BTC/USD,21165.0,21470.0,21100.0,21313.0,34487652.49232788,1618.15101076
2022-11-04,BTC/USD,20223.0,21298.0,20206.0,21165.0,80693470.4455929,3812.59014626
2022-11-03,BTC/USD,20166.0,20404.0,20052.0,20223.0,25147524.443637326,1243.51107371
2022-11-02,BTC/USD,20501.0,20817.0,20078.0,20165.0,52022680.3057688,2579.85025072
2022-11-01,BTC/USD,20508.0,20699.0,20340.0,20500.0,34203547.123674996,1668.46571335
2022-10-31,BTC/USD,20649.0,20860.0,20257.0,20509.0,35116850.74671497,1712.26538333
2022-10-30,BTC/USD,20833.0,20950.0,20532.0,20647.0,22450693.86877933,1087.35864139
2022-10-29,BTC/USD,20610.0,21091.0,20576.0,20833.0,38102674.55203606,1828.95764182
2022-10-28,BTC/USD,20305.0,20767.0,20033.0,20611.0,47018989.99802993,2281.25709563
2022-10-27,BTC/USD,20788.0,20892.0,20191.0,20301.0,55830459.41774628,2750.13346228
2022-10-26,BTC/USD,20105.0,21022.0,20077.0,20790.0,81159627.3298965,3903.78197835
2022-10-25,BTC/USD,19339.0,20432.0,19251.0,20104.0,55446513.26696216,2757.98414579
2022-10-24,BTC/USD,19586.0,19615.0,19174.0,19340.0,25372889.982724,1311.9384686
2022-10-23,BTC/USD,19219.0,19707.0,19086.0,19585.0,29719039.98751355,1517.43885563
2022-10-22,BTC/USD,19175.0,19278.0,19124.0,19219.0,14479012.77283474,753.36972646
2022-10-21,BTC/USD,19057.0,19260.0,18673.0,19175.0,22832647.80128475,1190.75086317
2022-10-20,BTC/USD,19131.0,19355.0,18900.0,19058.0,24289084.341764063,1274.48233507
2022-10-19,BTC/USD,19332.0,19361.0,19081.0,19132.0,16439344.39121148,859.25906289
2022-10-18,BTC/USD,19557.0,19709.0,19100.0,19334.0,40915674.81208214,2116.25503321
2022-10-17,BTC/USD,19268.0,19684.0,19166.0,19554.0,28337357.03150934,1449.18466971
2022-10-16,BTC/USD,19073.0,19428.0,19067.0,19267.0,15060749.807231,781.686293
2022-10-15,BTC/USD,19183.0,19227.0,18991.0,19071.0,14060717.821692359,737.28267116
2022-10-14,BTC/USD,19382.0,19947.0,19088.0,19186.0,49234867.18674756,2566.18717746
2022-10-13,BTC/USD,19155.0,19515.0,18161.0,19385.0,121658420.83707555,6275.90512443
2022-10-12,BTC/USD,19063.0,19233.0,19025.0,19160.0,66752224.0782348,3483.93653853
2022-10-11,BTC/USD,19127.0,19260.0,18856.7741059,19063.0,168493890.20930576,8838.79191152
2022-10-10,BTC/USD,19441.0,19526.95886111,19000.0,19128.0,89716183.31043072,4690.30653024
2022-10-09,BTC/USD,19418.0,19553.0,19326.0,19444.42907034,21868432.894089006,1124.66315236
2022-10-08,BTC/USD,19532.6194523,19626.0,19250.0,19418.0113733,23817197.341191404,1226.55182775
2022-10-07,BTC/USD,19959.0,20059.0,19334.0,19532.6194523,149972770.01199952,7678.06746956
2022-10-06,BTC/USD,20156.0,20455.0,19866.0,19960.0,128351046.0247004,6430.41312749
2022-10-05,BTC/USD,20344.0,20363.0,19750.0,20156.31380734,140921503.175419,6991.43228878
2022-10-04,BTC/USD,19635.0,20543.0,19502.0,20344.0,172233850.03699055,8466.07599474
2022-10-03,BTC/USD,19067.0,19708.0,18980.0,19632.0,213861317.12141088,10893.50637334
2022-10-02,BTC/USD,19314.0,19396.0,18943.0,19066.91978561,60289730.98727824,3162.00685088
2022-10-01,BTC/USD,19429.0,19485.0,19157.0,19316.0,18106801.68374044,937.39913459
2022-09-30,BTC/USD,19589.0,20181.0,19154.0,19429.98970855,227409443.05465752,11704.04341257
2022-09-29,BTC/USD,19419.45237404,19652.0,18859.0,19589.0,164592042.1267002,8402.26872871
2022-09-28,BTC/USD,19096.0,19791.0,18478.0,19419.0,311773558.06964046,16055.07791697
2022-09-27,BTC/USD,19233.0,20385.0,18838.0,19096.59592432,285668331.88110733,14959.1232392
2022-09-26,BTC/USD,18819.0,19333.0,18694.0,19235.0,841542939.4534217,43750.60771788
2022-09-25,BTC/USD,18934.0,19188.0,18646.0,18817.0,77437883.68686725,4115.31507078
2022-09-24,BTC/USD,19298.0,19315.0,18822.0,18935.0,25165871.750033002,1329.0663718
2022-09-23,BTC/USD,19411.87732991,19512.0,18551.0,19299.0,280712923.79204065,14545.46472833
2022-09-22,BTC/USD,18473.0,19524.0,18377.0,19413.0,549072037.8484485,28283.72934881
2022-09-21,BTC/USD,18886.0,19981.0,18210.0,18473.0,325417531.7187576,17615.84646342
2022-09-20,BTC/USD,19544.0,19635.0,18754.0,18886.62342906,182573223.3865062,9666.80063656
2022-09-19,BTC/USD,19418.0,19694.0,18256.0,19544.5149091,233930559.7327858,11969.11567367
2022-09-18,BTC/USD,20124.67868232,20125.0,19350.08803832,19417.99098587,47108824.14343318,2426.04006654
2022-09-17,BTC/USD,19813.0,20212.0,19757.0,20124.67868232,275034250.21842444,13666.51634841
2022-09-16,BTC/USD,19717.0,19894.0,19347.0,19813.31437099,137692638.3521389,6949.50051132
2022-09-15,BTC/USD,20236.0,20330.0,19507.96149205,19714.0,83324478.16600543,4226.66522096
2022-09-14,BTC/USD,20177.0,20536.0,19624.0,20234.10830414,167232736.31410953,8264.89281368
2022-09-13,BTC/USD,22395.0,22794.0,19883.0,20175.11037941,323949594.19653076,16056.89327614
2022-09-12,BTC/USD,21832.92465912,22480.0,21553.0,22395.0,175491356.773047,7836.1847186
2022-09-11,BTC/USD,21654.41794906,21854.0,21359.0,21834.0,48966819.725271955,2242.68662294
2022-09-10,BTC/USD,21373.0,21802.0,21139.0,21656.0,116300349.92572872,5370.35232387
2022-09-09,BTC/USD,19323.45389847,21590.0,19304.35664047,21373.0,256316699.9623077,11992.54666927
2022-09-08,BTC/USD,19286.0,19460.0,19029.17130173,19321.99343392,158911955.90502116,8224.40792398
2022-09-07,BTC/USD,18794.0,19463.0,18549.0,19286.0,119333591.52113305,6187.57604071
2022-09-06,BTC/USD,19789.0,20183.0,18675.0,18794.0,227717845.71109068,12116.51834155
