Datetime,Symbol_Pair,Open,High,Low,Close,Volume_USD,Volume_in_ETH
2022-03-25,ETH/USD,3110.5,3193.0,3078.3,3104.18622213,90777966.29059789,29243.72437563
2022-03-24,ETH/USD,3036.0,3128.0,3002.2,3111.5,126263998.68556729,40579.78424733
2022-03-23,ETH/USD,2969.0,3043.3,2920.4,3036.0,78074942.27639435,25716.38414901
2022-03-22,ETH/USD,2888.7,3050.3,2886.2,2969.4,224580056.29507324,75631.45965349
2022-03-21,ETH/USD,2861.6,2960.7,2832.7,2889.0,101100843.6651243,34995.0999187
2022-03-20,ETH/USD,2951.52275288,2964.60856967,2819.4,2861.2,42727750.373291165,14933.50705064
2022-03-19,ETH/USD,2938.9,2986.7,2891.9,2951.94217008,101079674.0521001,34241.75279469
2022-03-18,ETH/USD,2813.9,2984.6,2769.4,2939.9,271683864.60025865,92412.62104162
2022-03-17,ETH/USD,2776.4,2839.0,2750.0,2814.1,57439598.0851158,20411.35641417
2022-03-16,ETH/USD,2620.5,2790.7,2606.9,2776.7,86777319.8423034,31251.96090406
2022-03-15,ETH/USD,2592.74255324,2671.1,2510.0,2620.8,47611808.82343267,18166.89897109
2022-03-14,ETH/USD,2516.2,2610.8,2499.4,2593.7,41401981.88127534,15962.51759312
2022-03-13,ETH/USD,2568.8,2603.6,2491.7,2514.5,25514520.52711889,10146.95586682
2022-03-12,ETH/USD,2558.03227084,2614.2,2553.7,2569.7,24557247.934347063,9556.46493145
2022-03-11,ETH/USD,2609.0,2677.2,2523.0,2558.03227084,65526070.19310994,25615.81061352
2022-03-10,ETH/USD,2730.02919979,2735.26513348,2556.3,2609.0,188182658.5596745,72128.27081628
2022-03-09,ETH/USD,2578.1,2775.3,2570.2,2730.7,78872745.70969163,28883.7095652
2022-03-08,ETH/USD,2493.88871573,2626.3,2482.4,2579.46063743,71620793.68690284,27765.80214004
2022-03-07,ETH/USD,2551.96618531,2650.6,2447.3,2493.8,74873589.8504084,30023.89520026
2022-03-06,ETH/USD,2665.8,2677.7,2533.7,2551.0,27938625.223470327,10952.02870383
2022-03-05,ETH/USD,2624.7,2686.0,2591.47233673,2666.0,19811040.07929388,7430.99777918
2022-03-04,ETH/USD,2835.8,2837.9,2576.7,2624.5,65056840.581015654,24788.2798937
2022-03-03,ETH/USD,2950.6,2972.6,2788.0,2835.8,47167918.888386846,16633.02027237
2022-03-02,ETH/USD,2979.3,3047.4,2916.0,2950.3,88474124.44469401,29988.17898
2022-03-01,ETH/USD,2925.3,3038.9,2856.8,2977.8,132448640.9740154,44478.6892921
2022-02-28,ETH/USD,2620.3,2953.2,2570.3,2925.8,151741213.37769356,51863.15311289
2022-02-27,ETH/USD,2781.33964037,2838.9,2560.2,2618.6,129769834.71362424,49556.95207883
2022-02-26,ETH/USD,2770.6,2880.6,2731.1,2780.9,81908086.03634314,29453.80489638
2022-02-25,ETH/USD,2599.8,2838.52477919,2575.0,2770.6,110877750.6480551,40019.40036384
2022-02-24,ETH/USD,2583.55039983,2740.4,2306.1,2600.1,341693544.0568884,131415.53942421
2022-02-23,ETH/USD,2641.5,2756.7,2580.2,2582.1,99681935.66847801,38604.98651039
2022-02-22,ETH/USD,2572.1,2670.0,2504.9,2641.3,99463428.8468505,37656.99801115
2022-02-21,ETH/USD,2625.7,2762.2,2563.2,2572.5,235742688.64581645,91639.52911402
2022-02-20,ETH/USD,2766.8,2768.1,2578.1,2625.4,87415985.37281471,33296.25404617
2022-02-19,ETH/USD,2781.5,2832.3,2697.6,2766.85793995,46250801.64061326,16716.00156004
2022-02-18,ETH/USD,2894.7,2947.2,2755.6,2781.9,59443415.081094824,21367.91943675
2022-02-17,ETH/USD,3124.5,3162.0,2855.6,2894.3,164405323.43621475,56803.13838794
2022-02-16,ETH/USD,3185.8,3190.6,3045.9,3124.96179214,53590002.39841622,17149.01044013
2022-02-15,ETH/USD,2931.1,3198.9,2914.3,3185.8,59570359.698842965,18698.71294458
2022-02-14,ETH/USD,2873.5,2967.1,2834.0,2930.4,65400877.96333503,22318.07192306
2022-02-13,ETH/USD,2919.5,2954.9,2837.4,2873.46131551,36083912.051520094,12557.64671574
2022-02-12,ETH/USD,2930.3,2987.5,2860.2,2919.74613666,42840492.978945635,14672.67734035
2022-02-11,ETH/USD,3076.57832855,3142.6243426,2881.56167321,2930.0,81736994.8147007,27896.58526099
2022-02-10,ETH/USD,3247.98971592,3288.5,3062.4,3076.2,111988765.08814023,36404.90380604
2022-02-09,ETH/USD,3119.3,3274.5,3057.0,3248.4,77479739.91442868,23851.66233051
2022-02-08,ETH/USD,3142.0,3236.2,3027.0,3118.7,94064191.0162142,30161.34639953
2022-02-07,ETH/USD,3058.78445699,3187.7,2996.5,3141.5,76547838.75875738,24366.65247772
2022-02-06,ETH/USD,3017.5,3077.0,2955.0,3058.8,41663530.39090761,13620.87432683
2022-02-05,ETH/USD,2997.6,3062.2,2960.12047381,3017.2,59713462.61776858,19791.01903015
2022-02-04,ETH/USD,2699.3,2999.0,2673.69674612,2996.3,143701658.89798325,47959.70326669
2022-02-03,ETH/USD,2682.1,2727.2,2577.0,2698.8,90796927.61256267,33643.44435029
2022-02-02,ETH/USD,2789.2,2811.9,2615.2,2681.2,66184052.145963036,24684.4890892
2022-02-01,ETH/USD,2689.6,2815.8,2676.1,2789.45766495,64756881.208937265,23214.86431668
2022-01-31,ETH/USD,2603.8,2710.0,2479.7,2688.8,94278530.27256282,35063.42244591
2022-01-30,ETH/USD,2602.5,2641.0,2544.7,2604.8,50051211.52924147,19214.99214114
2022-01-29,ETH/USD,2546.5,2639.4,2522.2,2601.91155377,59054433.82225626,22696.55697431
2022-01-28,ETH/USD,2425.96255401,2558.5,2361.0,2546.88971162,66289118.6694098,26027.4790726
2022-01-27,ETH/USD,2465.4,2521.6,2315.6,2426.6,96177988.86189859,39634.87548912
2022-01-26,ETH/USD,2460.50898897,2722.1,2405.2,2464.7,113580012.97965166,46082.6928144
2022-01-25,ETH/USD,2443.2,2508.6,2353.3,2460.3,61896947.26215397,25158.29259121
2022-01-24,ETH/USD,2542.0,2542.0,2160.6,2442.0,204704963.59148616,83826.76641748
2022-01-23,ETH/USD,2414.6,2552.9,2374.3,2542.9,97714788.38837323,38426.51633504
2022-01-22,ETH/USD,2570.3,2626.9,2301.0,2414.3,199275836.32466066,82539.79883389
2022-01-21,ETH/USD,3001.6,3035.7,2467.8,2569.8,300021634.5894572,116749.02116486
2022-01-20,ETH/USD,3084.4,3275.0,2988.1,3003.0,61677714.769701034,20538.69955701
2022-01-19,ETH/USD,3160.7,3177.59209133,3049.1,3082.9,73635860.84889276,23885.25766288
2022-01-18,ETH/USD,3210.9,3244.6,3084.6,3162.8,68099543.57225868,21531.41000767
2022-01-17,ETH/USD,3349.11634169,3358.1,3142.4,3210.3,80483362.51076928,25070.3555776
2022-01-16,ETH/USD,3327.0,3393.0,3272.7,3349.0,47781833.93154646,14267.49296254
2022-01-15,ETH/USD,3309.4,3374.9,3264.0,3328.4,76920563.97644812,23110.3725443
2022-01-14,ETH/USD,3241.0,3342.0,3189.4,3309.4,123240119.8768975,37239.4149625
2022-01-13,ETH/USD,3372.01806771,3412.3,3233.4,3241.4,72507354.30252433,22369.14737537
2022-01-12,ETH/USD,3240.59734476,3412.9,3208.3,3371.9,97247359.27744551,28840.5229329
2022-01-11,ETH/USD,3084.7,3264.4,3052.9,3239.7,89862958.45052364,27738.04934115
2022-01-10,ETH/USD,3150.2,3182.2,2930.35661308,3084.5,198020470.62021488,64198.56398775
2022-01-09,ETH/USD,3081.3,3210.8,3059.2,3149.4,129356670.77603175,41073.43328127
2022-01-08,ETH/USD,3197.4,3248.2,2998.7,3081.6,131558694.80099672,42691.68444996
2022-01-07,ETH/USD,3406.6,3415.1,3064.95650159,3197.5,303044588.4082321,94775.47721915
2022-01-06,ETH/USD,3539.7,3548.9,3300.0,3408.1,159995651.1875012,46945.70323274
2022-01-05,ETH/USD,3785.6,3847.2,3411.3037009,3539.9,148968034.1795658,42082.55436017
2022-01-04,ETH/USD,3765.3,3890.8,3714.8,3785.4,84349918.14651687,22282.96035994
2022-01-03,ETH/USD,3830.7,3849.7,3683.0,3764.9,70188532.21684888,18642.86759724
2022-01-02,ETH/USD,3767.17148208,3852.5,3717.6,3830.6,48296410.37975976,12608.05366777
2022-01-01,ETH/USD,3677.6,3777.9,3675.0,3767.1,63396093.6841171,16828.88526562
2021-12-31,ETH/USD,3710.6,3816.8,3622.0,3678.2,103462959.64114447,28128.69328507
2021-12-30,ETH/USD,3629.5,3768.0,3586.3,3710.0,80409921.8051857,21673.83337067
2021-12-29,ETH/USD,3794.6,3828.6,3606.0,3627.9,113882649.9119024,31390.79079134
2021-12-28,ETH/USD,4037.9,4037.9,3761.3,3793.4,113450003.99791911,29907.20830862
2021-12-27,ETH/USD,4064.6,4126.9,4033.0,4037.0,54110901.319622286,13403.74072817
2021-12-26,ETH/USD,4096.7,4107.5,4006.1056652,4063.8,59107296.28533538,14544.83396952
2021-12-25,ETH/USD,4047.4,4139.6,4026.0,4096.0,58796221.45060864,14354.54625259
2021-12-24,ETH/USD,4112.9,4136.1,4026.0,4047.6,101509811.0926686,25079.01252413
2021-12-23,ETH/USD,3981.7,4154.4,3896.75159278,4112.1,202269772.3083128,49188.9234961
2021-12-22,ETH/USD,4017.1,4076.3,3940.1,3981.77159441,89458601.75494078,22467.03499531
2021-12-21,ETH/USD,3947.2,4065.5,3915.87665699,4017.10993358,185436444.421241,46161.65539089
2021-12-20,ETH/USD,3926.8,3985.3,3755.8,3945.2,97396586.06816332,24687.36339556
2021-12-19,ETH/USD,3962.2,4034.1,3886.1,3926.29691461,75903802.84228987,19332.16068297
2021-12-18,ETH/USD,3877.11748301,4003.2,3769.2,3963.8,96021505.24187925,24224.60902212
2021-12-17,ETH/USD,3958.98779653,3996.96435954,3706.0,3877.6,190009252.23557997,49001.76713317
2021-12-16,ETH/USD,4023.9,4115.51653021,3955.4,3958.3,140709359.0338618,35547.92689636
2021-12-15,ETH/USD,3862.8,4097.0,3614.6,4023.15206957,279698180.5101164,69522.14971581
2021-12-14,ETH/USD,3788.0,3884.4,3689.0,3863.4,135419149.97904974,35051.80669334
2021-12-13,ETH/USD,4134.97838721,4147.1,3676.0,3788.3,622856986.2152545,164415.96130593
2021-12-12,ETH/USD,4092.3,4176.70321293,3990.08555198,4135.3,59646929.08243594,14423.84569014
2021-12-11,ETH/USD,3901.6,4099.0,3836.0,4091.6,102528875.28736037,25058.38187686
2021-12-10,ETH/USD,4107.8,4235.0,3891.34227937,3902.9,130153196.92153057,33347.8175002
2021-12-09,ETH/USD,4441.7,4490.5236743,4081.8,4109.6,144946539.7108286,35270.23060902
2021-12-08,ETH/USD,4310.6,4455.7,4228.4,4440.8,109848763.43958755,24736.25550342
2021-12-07,ETH/USD,4352.98246327,4426.1,4262.0,4309.2,92396006.02252339,21441.56827776
2021-12-06,ETH/USD,4203.1,4375.9,3926.8409894,4354.5,227807936.22088826,52315.52100606
2021-12-05,ETH/USD,4123.4,4254.9,4038.55950987,4202.8,146208692.2912287,34788.40113525
2021-12-04,ETH/USD,4218.8,4239.0,3436.4,4125.4,321496217.32398194,77930.91998933
2021-12-03,ETH/USD,4514.3,4657.1,4050.0,4220.6,223685347.12145236,52998.47109924
2021-12-02,ETH/USD,4587.4,4635.0,4432.4,4516.0,123459025.52962676,27338.13674261
2021-12-01,ETH/USD,4632.9,4781.6,4527.6,4589.5239992,146265284.06557885,31869.37993811
2021-11-30,ETH/USD,4447.3,4755.9,4351.1,4633.0,226050527.29832676,48791.393761780004
2021-11-29,ETH/USD,4298.50274007,4460.0,4284.8,4447.3,91617737.39329569,20600.754928450002
2021-11-28,ETH/USD,4097.9,4303.3,3968.85861625,4299.2,122502187.72959058,28494.18211053
2021-11-27,ETH/USD,4046.0,4187.6,4034.9,4100.1,46265196.83016113,11283.91913128
2021-11-26,ETH/USD,4527.6,4556.0,3916.3,4047.9,212979716.4663553,52614.8660951
2021-11-25,ETH/USD,4271.9,4556.2,4248.4,4527.3,93468429.77039585,20645.51272732
2021-11-24,ETH/USD,4341.8,4376.1,4167.5,4272.9,107012990.79750143,25044.58115039
2021-11-23,ETH/USD,4089.1,4386.5,4061.7,4341.9,124771849.41086903,28736.69347771
2021-11-22,ETH/USD,4262.6,4319.6,4025.7,4089.7,145535760.07003206,35585.92563514
2021-11-21,ETH/USD,4415.77421546,4426.6,4249.2,4264.5,53159301.41578266,12465.54142708
2021-11-20,ETH/USD,4298.9,4438.0,4207.0,4416.6,85018546.5516158,19249.77280071
2021-11-19,ETH/USD,3998.4,4311.6,3978.1,4299.6,155841221.50713602,36245.51621247
2021-11-18,ETH/USD,4289.06773158,4344.6,3959.7,3998.7,204941302.36500877,51251.98248556
2021-11-17,ETH/USD,4208.2,4299.0,4067.8,4289.8,158396150.9500622,36923.90110263
2021-11-16,ETH/USD,4560.7,4560.7,4124.0,4208.4,420663175.937774,99957.98306667
2021-11-15,ETH/USD,4625.22211311,4767.5,4535.2,4560.2,79530417.56147896,17440.11612681
2021-11-14,ETH/USD,4645.0926318,4693.4,4514.7,4625.44517998,57256439.30363845,12378.57915849
2021-11-13,ETH/USD,4668.3,4706.5420133,4587.9,4647.1,40342076.40532386,8681.12939367
2021-11-12,ETH/USD,4719.5,4804.0,4510.0,4668.0,148604964.00185758,31834.8251932
2021-11-11,ETH/USD,4629.8,4777.0,4577.5,4721.4,89918097.38238811,19044.79548066
2021-11-10,ETH/USD,4733.0,4864.9,4476.0,4629.8,229907608.7517653,49658.21606803
2021-11-09,ETH/USD,4807.1,4839.0,4716.4,4733.1,109083215.68746299,23046.88590722
2021-11-08,ETH/USD,4614.8005161,4820.0,4614.52139105,4807.3,186486854.58607092,38792.43121629
2021-11-07,ETH/USD,4520.06033732,4635.0,4506.2,4614.8,75741831.37754878,16412.80908762
2021-11-06,ETH/USD,4477.9,4531.2,4327.6,4520.0,90433680.32054201,20007.45139835
2021-11-05,ETH/USD,4533.4750634,4570.6,4432.38004027,4479.2,69760801.35772581,15574.38858674
2021-11-04,ETH/USD,4602.2,4604.6,4421.1,4535.1,72591179.15266334,16006.52227132
2021-11-03,ETH/USD,4593.4,4668.9,4457.5,4601.0,218449233.94571525,47478.64245723
2021-11-02,ETH/USD,4320.4,4601.0,4285.9,4592.21957979,132326072.20886107,28815.27546967
2021-11-01,ETH/USD,4288.3,4382.5,4146.2,4321.3,123446479.64893767,28566.97744867
2021-10-31,ETH/USD,4322.8,4394.3,4164.9,4288.3,123081089.13313633,28701.60416322
2021-10-30,ETH/USD,4418.6,4430.0,4235.4,4322.9,98193352.6365649,22714.69444969
2021-10-29,ETH/USD,4286.7,4456.5,4267.5,4417.4,197381898.6294181,44682.82216449
2021-10-28,ETH/USD,3922.5,4291.3,3891.0,4286.03812564,181664391.066248,42385.15518084
2021-10-27,ETH/USD,4127.9,4308.0,3909.0,3922.5,181361207.86809796,46236.12692622
2021-10-26,ETH/USD,4220.4,4296.9,4089.4,4128.0,112038072.40139233,27141.00591119
2021-10-25,ETH/USD,4080.1,4233.8,4066.7473858,4220.1,100253848.42716794,23756.27317532
2021-10-24,ETH/USD,4167.7,4185.0,3962.3,4080.4,99766398.73990044,24450.15163707
2021-10-23,ETH/USD,3972.7,4172.3,3941.1,4168.66071463,77269318.08216055,18535.76565034
2021-10-22,ETH/USD,4053.7,4165.9,3892.8,3972.9,112006389.4413222,28192.60224051
2021-10-21,ETH/USD,4162.1,4370.3,4015.8398042,4054.6,223764584.10276404,55187.83211729
2021-10-20,ETH/USD,3876.5,4170.0,3828.4,4164.4,133615032.44620372,32085.06206085
2021-10-19,ETH/USD,3745.9,3887.0,3732.6,3876.0,76171402.19413333,19652.06454957
2021-10-18,ETH/USD,3845.5,3895.0,3676.8,3747.8,92532087.9650481,24689.70808609
2021-10-17,ETH/USD,3829.2,3918.9,3641.5,3845.1,100251735.34160814,26072.59507987
2021-10-16,ETH/USD,3870.0,3973.2,3804.2,3830.0,96001930.329437,25065.7781539
2021-10-15,ETH/USD,3791.2,3906.6,3736.5,3869.3,143074953.52506593,36976.96056782
2021-10-14,ETH/USD,3607.7,3823.5,3590.7,3790.5214358,100557783.02291937,26528.7466978
2021-10-13,ETH/USD,3489.8,3613.5,3414.2,3607.5,55308683.16907538,15331.58230605
2021-10-12,ETH/USD,3541.6,3548.3,3403.7,3491.0,70654034.44456212,20238.90989532
2021-10-11,ETH/USD,3414.2,3622.6,3372.1,3544.1,92948910.47246465,26226.37918582
2021-10-10,ETH/USD,3576.4,3603.2,3409.0,3415.1,74429602.95202248,21794.26750374
2021-10-09,ETH/USD,3563.0,3637.1,3538.6,3576.5,46099226.87928142,12889.48046394
2021-10-08,ETH/USD,3587.3,3671.6,3533.3,3562.5,96287172.42538688,27027.97822467
2021-10-07,ETH/USD,3576.47122774,3654.5,3470.4,3587.3,94096759.87670617,26230.52431542
2021-10-06,ETH/USD,3516.5,3632.69680954,3342.3,3576.4,103284646.31499602,28879.50070322
2021-10-05,ETH/USD,3387.6,3546.8,3365.8,3515.7,76899392.82092613,21873.13844211
2021-10-04,ETH/USD,3419.66566055,3441.3,3268.4,3385.5,83444316.65329555,24647.56067148
2021-10-03,ETH/USD,3389.3,3490.0,3344.25628824,3419.66566055,51078979.264539495,14936.83427997
2021-10-02,ETH/USD,3310.2,3471.7,3261.0,3389.6,65018074.233406745,19181.63625012
2021-10-01,ETH/USD,3000.5,3330.98553394,2969.8,3310.5,123224357.93662328,37222.27999898
2021-09-30,ETH/USD,2850.7,3050.6,2838.4,3000.5,87665157.73617521,29216.84977043
2021-09-29,ETH/USD,2806.5,2949.67343401,2783.4,2849.73849759,83366623.42743008,29254.13103621
2021-09-28,ETH/USD,2927.7,2970.0,2789.7,2807.7,118545792.93316798,42221.67358805
2021-09-27,ETH/USD,3061.3,3166.0,2925.1,2928.9,103677690.64899188,35398.16676875
2021-09-26,ETH/USD,2924.5,3117.8,2743.5,3063.0,180267613.03406426,58853.28535229
2021-09-25,ETH/USD,2931.8,2968.8,2806.5,2924.3,139793632.83693975,47804.13529287
2021-09-24,ETH/USD,3153.7,3160.8708696,2737.0,2931.7,245207686.22744635,83640.10172509
2021-09-23,ETH/USD,3078.1,3175.6,3034.4,3152.8,88633013.54154179,28112.47574903
2021-09-22,ETH/USD,2766.0,3089.6,2740.0,3078.0,178979189.21617678,58147.8847356
2021-09-21,ETH/USD,2977.0,3104.60422795,2656.9,2766.4,279705459.8146944,101108.10432862
2021-09-20,ETH/USD,3328.64271937,3346.1,2924.0,2977.7,243268521.04268643,81696.78646025
2021-09-19,ETH/USD,3436.08472937,3455.50548596,3278.7,3328.4,69452095.16154204,20866.51098472
2021-09-18,ETH/USD,3400.2,3542.0,3370.8,3436.1,48213235.78651225,14031.38319214
2021-09-17,ETH/USD,3569.8,3595.1,3351.6,3399.0,78632981.41120586,23134.15163613
2021-09-16,ETH/USD,3614.4,3675.0,3485.0,3569.9,144731211.55091175,40542.09124931
2021-09-15,ETH/USD,3436.0,3616.4,3360.3,3614.9,100264978.84554753,27736.58437178
2021-09-14,ETH/USD,3285.0,3439.7,3271.3,3436.0,102144832.23642072,29727.83243202
2021-09-13,ETH/USD,3404.8,3428.8,3109.03393701,3285.2,257897523.31267756,78502.83797415
2021-09-12,ETH/USD,3267.3,3471.7,3232.8,3404.7,114270172.07503866,33562.47894823
2021-09-11,ETH/USD,3210.2,3347.5,3200.8,3267.4,69654828.06303549,21318.12084931
2021-09-10,ETH/USD,3425.4,3515.4,3148.14158665,3209.8,135847505.99148914,42322.73225481
2021-09-09,ETH/USD,3500.2,3567.1,3395.08766117,3424.3,110329731.82026677,32219.6454225
2021-09-08,ETH/USD,3435.1,3559.4,3218.2,3500.2,210557194.14169583,60155.76085415
2021-09-07,ETH/USD,3927.2,3946.2,3026.0,3432.5,493491675.65559053,143770.33522377
2021-09-06,ETH/USD,3952.1,3973.2,3882.5,3927.2,197174281.3502023,50207.34399832
2021-09-05,ETH/USD,3885.3,3982.0,3833.8,3952.1,154665225.00463277,39134.94724441
2021-09-04,ETH/USD,3938.8,3969.8,3835.0,3884.4,90508090.46225965,23300.40429983
2021-09-03,ETH/USD,3787.6,4027.9,3710.0,3938.3,226231310.29945192,57443.89972817
2021-09-02,ETH/USD,3826.4,3837.0,3723.89275663,3787.6,132314692.46842909,34933.6499283
2021-09-01,ETH/USD,3431.1,3840.9,3383.9,3827.2,246834396.41226164,64494.77331006
2021-08-31,ETH/USD,3230.7,3474.0,3191.5,3431.1,196456293.68548796,57257.52490032
2021-08-30,ETH/USD,3225.9,3349.0,3142.6,3230.88339915,94590534.0196781,29276.98784938
2021-08-29,ETH/USD,3246.0,3289.4,3153.0,3225.8,65887047.278512865,20425.02550639
2021-08-28,ETH/USD,3275.16867201,3286.7,3211.6,3245.8,28279787.643030092,8712.73265236
2021-08-27,ETH/USD,3092.4,3282.2,3061.0,3276.1,85724062.26305296,26166.49743996
2021-08-26,ETH/USD,3227.6,3252.5,3056.0,3092.67898368,78315206.53296398,25322.7725691
2021-08-25,ETH/USD,3171.3,3248.8,3080.7,3228.51441547,112844806.43764651,34952.54842194
2021-08-24,ETH/USD,3323.4,3359.10304951,3148.2,3173.2,114323624.68253149,36027.86609181
2021-08-23,ETH/USD,3240.7,3380.3,3232.5,3324.43541691,138656700.6852234,41708.34541707
2021-08-22,ETH/USD,3225.0,3275.0,3127.0,3240.7,63553393.09892143,19611.00783748
2021-08-21,ETH/USD,3287.9,3310.0,3206.9,3225.0,65219581.02230775,20223.12589839
2021-08-20,ETH/USD,3185.9,3303.1,3179.9,3286.8,104734627.85426335,31865.22692414
2021-08-19,ETH/USD,3015.3,3188.3,2960.1,3186.4,117554088.08603308,36892.44541992
2021-08-18,ETH/USD,3012.6,3124.0,2955.0,3015.4,105936530.37124768,35131.83337907
2021-08-17,ETH/USD,3147.4,3291.4,2993.9,3013.0,162938241.66215605,54078.40745508
2021-08-16,ETH/USD,3311.1,3340.1,3135.0,3147.27310599,147881337.23389387,46987.13211524
2021-08-15,ETH/USD,3265.3,3322.7,3104.8,3312.4,137727222.7469393,41579.2847322
2021-08-14,ETH/USD,3325.531512,3332.72789539,3206.6,3265.6,69613232.25141272,21317.13383495
2021-08-13,ETH/USD,3047.6,3329.7,3035.6,3324.8,103648315.86974397,31174.30097141
2021-08-12,ETH/USD,3160.1,3237.9,2981.3,3047.8,125269235.65814282,41101.52754713
2021-08-11,ETH/USD,3141.7,3272.2,3121.7,3163.0,132761825.81263007,41973.38786362
2021-08-10,ETH/USD,3164.44952897,3232.7,3051.5,3139.9,160611619.85110742,51151.82644387
2021-08-09,ETH/USD,3009.76699591,3187.5382627,2892.6,3164.4,263346309.55289316,83221.56160817
2021-08-08,ETH/USD,3158.0,3187.0,2947.5,3009.2,200122565.87897462,66503.57765485
2021-08-07,ETH/USD,2891.9,3172.0,2866.7,3158.3,204955431.98806074,64894.22537063
2021-08-06,ETH/USD,2829.4,2947.6,2722.2,2892.0,119020687.75112171,41155.14790841
2021-08-05,ETH/USD,2725.9,2844.1,2531.4,2829.1,254624753.64319658,90002.03373624
2021-08-04,ETH/USD,2510.0,2773.6,2455.4,2726.1,160963822.94941762,59045.45796171
2021-08-03,ETH/USD,2607.8,2632.6,2446.9,2508.9,168543413.27289304,67178.21087843
2021-08-02,ETH/USD,2557.3,2667.3,2510.0,2607.3,220695407.24017033,84645.19128607
2021-08-01,ETH/USD,2530.0,2697.0,2511.0,2557.3,294921275.9907542,115325.25553934
2021-07-31,ETH/USD,2462.9,2550.9,2420.4,2529.0,97092329.66596629,38391.58942901
2021-07-30,ETH/USD,2384.0,2471.2,2317.1,2463.0892634,111325370.95059282,45197.45695165
2021-07-29,ETH/USD,2301.0,2403.9,2266.4,2384.2,51600989.84844075,21642.8948278
2021-07-28,ETH/USD,2301.6,2346.47091105,2244.1,2300.1,76234480.96659744,33143.98546437
2021-07-27,ETH/USD,2229.3,2319.3,2151.3,2304.3,191692162.86871573,83188.8915804
2021-07-26,ETH/USD,2193.0,2431.51779793,2173.6,2228.7,166643185.7120299,74771.4747216
2021-07-25,ETH/USD,2187.0,2199.1,2109.06342846,2192.7,33491826.953278117,15274.24041286
2021-07-24,ETH/USD,2125.0,2200.8,2106.3,2185.9,212153639.01724795,97055.50986653
2021-07-23,ETH/USD,2026.0,2130.7,1997.2,2124.5,74293246.83827409,34969.7561018
2021-07-22,ETH/USD,1995.8,2048.9,1948.8,2025.3,66971235.216561034,33067.31606012
2021-07-21,ETH/USD,1788.2,2037.00276253,1755.3,1995.4,137236934.80537143,68776.65370621
2021-07-20,ETH/USD,1820.3,1842.2,1721.0,1787.8,246377085.9899537,137810.20583396
2021-07-19,ETH/USD,1893.7,1919.8,1806.0,1820.0,106318203.9649002,58416.59558511
2021-07-18,ETH/USD,1900.76717679,1993.7,1879.94418571,1893.20875733,70867075.27636077,37432.25621685
2021-07-17,ETH/USD,1878.1,1920.6,1846.4,1900.85804867,126989699.90479106,66806.51403383
2021-07-16,ETH/USD,1919.7675586,1967.0,1850.9,1878.23910657,76880241.79518266,40932.08448608
2021-07-15,ETH/USD,1994.9,2041.8,1882.3,1919.7,82098153.21992071,42766.13701095
2021-07-14,ETH/USD,1940.3,2020.5,1863.6,1995.0,82039087.5245382,41122.34963636
2021-07-13,ETH/USD,2029.6,2046.4,1917.2,1940.6,66955384.90894072,34502.41415487
2021-07-12,ETH/USD,2140.0,2167.0,2004.0,2031.0,59072295.503297284,29085.32521088
2021-07-11,ETH/USD,2109.6,2173.7,2081.0,2139.6,25108334.058440566,11735.05985158
2021-07-10,ETH/USD,2143.3,2188.9,2072.5,2110.0,91245514.30768101,43244.3195771
2021-07-09,ETH/USD,2114.0,2184.2,2045.7,2143.3,481929627.3800118,224854.02294593
2021-07-08,ETH/USD,2317.5,2325.8,2082.87444617,2112.6,685705660.282805,324579.0307123
2021-07-07,ETH/USD,2323.71169612,2409.6,2294.1,2316.9,98174976.06613764,42373.41968412
2021-07-06,ETH/USD,2194.9,2349.88367354,2192.41107338,2323.7,126371807.27874397,54383.87368367
2021-07-05,ETH/USD,2321.9,2323.9,2157.1,2195.20588584,113942559.68075939,51905.18138446
2021-07-04,ETH/USD,2227.5,2386.5,2189.7,2322.43252401,125919077.56376934,54218.61615439
2021-07-03,ETH/USD,2155.9,2239.5,2113.1,2227.1,74772796.35863766,33574.06329246
2021-07-02,ETH/USD,2106.7,2160.3,2017.3,2156.2,91908433.64047967,42625.18951882
2021-07-01,ETH/USD,2275.5,2276.8,2072.1,2106.7,103976172.58512373,49354.99719235
2021-06-30,ETH/USD,2166.3,2288.0,2089.1,2275.0,87491548.45419624,38457.82349635
2021-06-29,ETH/USD,2083.77707891,2243.4,2075.3,2166.1,139274182.95798114,64297.2083274
2021-06-28,ETH/USD,1984.9,2147.5,1963.1,2083.8,181626979.62330705,87161.42605975
2021-06-27,ETH/USD,1833.2,1985.7,1808.0,1983.39778481,390170014.3718278,196717.98433979
2021-06-26,ETH/USD,1807.9,1851.2,1717.2,1833.3,244451507.03672293,133339.61001294001
2021-06-25,ETH/USD,1990.4,2019.9,1788.0,1809.0,418029585.2849361,231083.24228023
2021-06-24,ETH/USD,1969.60212551,2032.1,1887.1,1990.3,132257921.48955216,66451.2493039
2021-06-23,ETH/USD,1883.6,2045.4,1826.21974604,1970.32286547,382283818.06819135,194020.90122778
2021-06-22,ETH/USD,1894.0,2005.33413628,1711.4,1881.6,1196594650.6077929,635945.28624989
2021-06-21,ETH/USD,2246.6,2263.9,1885.0,1892.93577195,593639027.1963617,313607.5909141
2021-06-20,ETH/USD,2168.18536102,2282.0,2046.1,2246.8385046,133483553.3684363,59409.50054717
