Datetime,Symbol_Pair,Open,High,Low,Close,Volume_USD,Volume_in_SOL
2022-02-27,SOL/USD,90.36,92.273,84.142,85.585,5285239.510720382,61754.2736545
2022-02-26,SOL/USD,92.886,95.245,89.289,90.31,4271676.712968423,47300.1518433
2022-02-25,SOL/USD,89.745,95.134,86.986,92.814,8201763.951331258,88367.74572081
2022-02-24,SOL/USD,84.65,93.734,75.621,89.499,18071948.93199542,201923.47324546
2022-02-23,SOL/USD,86.5,93.507,84.453,84.587,8586123.416693399,101506.41844129
2022-02-22,SOL/USD,83.119,87.518,81.16,86.489,5899150.036292726,68206.94003044
2022-02-21,SOL/USD,90.77,96.215,82.855,83.007,9185303.91560891,110656.97971989
2022-02-20,SOL/USD,91.394,93.984,85.573,90.792,5614979.04243081,61844.42508625
2022-02-19,SOL/USD,89.911,92.801,88.718,91.348,2602094.253228316,28485.50874927
2022-02-18,SOL/USD,93.621,96.421,89.45,90.059,4462332.0257704025,49548.98484072
2022-02-17,SOL/USD,101.88,102.82,92.371,93.716,4777018.565885642,50973.35103809
2022-02-16,SOL/USD,105.66,105.71,98.362,101.8,5274312.306927366,51810.53346687
2022-02-15,SOL/USD,96.61,105.79,96.534,105.72,7981898.142127826,75500.36078441
2022-02-14,SOL/USD,92.969,97.922,90.834,96.415,4408476.1941954475,45723.96612763
2022-02-13,SOL/USD,95.97,97.432,91.445,92.929,3790741.2446724493,40791.80067226
2022-02-12,SOL/USD,96.588,99.84,92.822,96.047,5628193.18911817,58598.32362404
2022-02-11,SOL/USD,106.27,108.2,95.238,96.608,5670157.023567666,58692.41702103
2022-02-10,SOL/USD,114.14,115.01,105.74,106.19,7990912.599792307,75251.08390425
2022-02-09,SOL/USD,113.74,117.2,109.5,114.16,5013132.96881387,43913.21801694
2022-02-08,SOL/USD,117.65,120.36,109.73,113.39,8139327.149274824,71781.70164278
2022-02-07,SOL/USD,115.59,122.03,112.89,117.54,11486062.465814922,97720.45657491
2022-02-06,SOL/USD,114.14,116.19,111.55,115.41,6566102.678927587,56893.70660192
2022-02-05,SOL/USD,112.7,118.63,110.38,113.94,11321690.271878427,99365.37012356
2022-02-04,SOL/USD,101.88,112.95,100.42,112.61,19513746.66521819,173286.09062444
2022-02-03,SOL/USD,101.93,103.15,94.151,101.98,13983230.499779522,137117.38085683
2022-02-02,SOL/USD,110.14,112.4,97.092,101.86,22368306.6620955,219598.53389059
2022-02-01,SOL/USD,99.579,113.58,99.133,110.12,25907263.90981277,235263.92943891
2022-01-31,SOL/USD,93.332,101.42,89.311,99.535,13530189.59726396,135933.98902159
2022-01-30,SOL/USD,96.198,97.666,91.472,93.4,5130087.5653028805,54925.9910632
2022-01-29,SOL/USD,91.415,98.872,90.63,96.234,11413519.816061983,118601.73967685
2022-01-28,SOL/USD,89.638,93.645,87.301,91.5,13362670.765845165,146040.11765951
2022-01-27,SOL/USD,92.166,94.719,85.799,89.694,16529804.090904042,184291.07956947
2022-01-26,SOL/USD,94.75,104.38,89.353,92.117,20787473.52912322,225663.81372736
2022-01-25,SOL/USD,92.056,99.95,87.573,94.689,13722637.535569543,144923.24911626
2022-01-24,SOL/USD,99.937,99.937,80.868,92.022,39274462.36791366,426794.27058653
2022-01-23,SOL/USD,94.65,104.77,93.324,99.998,16913348.955665413,169136.8722941
2022-01-22,SOL/USD,112.38,114.12,87.891,94.642,38648719.760001235,408367.52984934
2022-01-21,SOL/USD,127.51,128.79,106.31,112.33,30634103.268802024,272715.2432013
2022-01-20,SOL/USD,135.51,144.0,126.12,127.65,7515601.2469489025,58876.62551468
2022-01-19,SOL/USD,141.37,142.73,132.82,135.36,5430633.168774961,40119.92589225
2022-01-18,SOL/USD,140.0,142.69,134.39,141.2,5313395.183708823,37630.27750502
2022-01-17,SOL/USD,148.19,148.27,137.14,139.85,4925219.706872797,35217.87420002
2022-01-16,SOL/USD,147.7,151.99,146.16,147.92,6295889.979334617,42562.80407879
2022-01-15,SOL/USD,146.37,149.57,144.04,147.69,4958827.732316843,33575.92072799
2022-01-14,SOL/USD,146.15,150.61,142.08,146.23,6609180.994153648,45197.16196508
2022-01-13,SOL/USD,151.49,157.79,145.55,145.97,11669167.222379643,79942.2293785
2022-01-12,SOL/USD,140.2,153.3,138.25,151.43,13104566.41052543,86538.77309995
2022-01-11,SOL/USD,135.89,143.46,133.63,140.34,5067669.805199169,36109.94588285
2022-01-10,SOL/USD,140.8,143.84,130.01,135.9,10278621.326795805,75633.71101395
2022-01-09,SOL/USD,142.14,145.7,137.93,140.7,14414172.880828895,102446.14698528
2022-01-08,SOL/USD,136.41,148.0,133.06,142.12,26639086.411030717,187440.79940213
2022-01-07,SOL/USD,150.27,150.72,133.05,136.38,28070898.622063115,205828.55713494
2022-01-06,SOL/USD,154.48,154.71,146.23,150.24,16655056.675792815,110856.34102631
2022-01-05,SOL/USD,168.02,171.29,145.01,154.3,15889025.291328354,102974.88847264
2022-01-04,SOL/USD,170.16,173.88,166.44,167.87,7321256.074831026,43612.65309365
2022-01-03,SOL/USD,176.37,176.37,166.71,169.99,5283194.133529374,31079.44075257
2022-01-02,SOL/USD,179.19,179.49,174.42,176.51,4245399.668760242,24051.89320016
2022-01-01,SOL/USD,170.03,179.14,170.03,179.08,4169912.3591001583,23285.19298135
2021-12-31,SOL/USD,172.55,177.69,167.61,170.03,7626898.848024148,44856.1950716
2021-12-30,SOL/USD,170.54,175.74,168.24,172.58,7340511.151303186,42533.96193825
2021-12-29,SOL/USD,177.29,180.64,170.02,170.68,14537627.263578637,85174.75546976
2021-12-28,SOL/USD,195.55,195.76,176.27,177.14,32695067.2214622,184571.9048293
2021-12-27,SOL/USD,198.24,204.75,194.76,195.69,16112826.21812434,82338.5263331
2021-12-26,SOL/USD,193.13,200.52,190.32,197.94,15362334.447042465,77611.06621725
2021-12-25,SOL/USD,190.49,195.3,189.34,193.27,15771786.332587361,81604.9378206
2021-12-24,SOL/USD,190.24,197.62,184.15,190.28,30534795.199457828,160472.96194796
2021-12-23,SOL/USD,178.38,193.55,175.84,190.07,12344381.125009226,64946.49931609
2021-12-22,SOL/USD,179.75,187.57,177.15,178.47,9935432.421361154,55670.04214356
2021-12-21,SOL/USD,174.08,182.65,170.32,179.84,9256983.994655475,51473.44303078
2021-12-20,SOL/USD,180.04,181.31,168.56,173.83,8957326.740693945,51529.23396821
2021-12-19,SOL/USD,182.98,189.7,178.32,180.34,6583959.643198269,36508.59289785
2021-12-18,SOL/USD,175.99,184.3,171.08,182.84,12962641.017445043,70896.08957255
2021-12-17,SOL/USD,176.95,182.49,168.4,175.28,19521613.37907632,111373.87824667
2021-12-16,SOL/USD,178.81,189.04,174.66,176.99,15802400.966796856,89284.14580935
2021-12-15,SOL/USD,161.48,182.72,156.79,178.57,26850318.319947504,150362.98549559
2021-12-14,SOL/USD,154.93,163.39,149.76,161.31,11701660.424422285,72541.44457518
2021-12-13,SOL/USD,172.9,172.9,148.28,155.16,17785082.504514452,114624.14607189
2021-12-12,SOL/USD,172.24,176.93,167.87,172.9,4371339.862648668,25282.47462492
2021-12-11,SOL/USD,167.5,173.76,161.56,172.18,13154250.549682017,76398.24921409
2021-12-10,SOL/USD,181.69,184.89,167.14,167.61,16274465.170133775,97097.22075135
2021-12-09,SOL/USD,194.79,196.79,178.92,181.35,9724255.021085786,53621.47792162
2021-12-08,SOL/USD,190.31,196.29,183.65,194.76,11152075.7617431,57260.60670437
