Datetime,Exchange,Symbol_Pair,Open,High,Low,Close,Volume_in_MATIC,Volume_USD
2022-12-27 00:00:00,Gemini,MATIC/USD,0.81388,0.81786,0.80896,0.81085,2218.367485,1798.7632752122502
2022-12-26 23:00:00,Gemini,MATIC/USD,0.81151,0.81581,0.80907,0.81388,5332.865419,4340.31250721572
2022-12-26 22:00:00,Gemini,MATIC/USD,0.80695,0.81383,0.80593,0.81151,12358.606674,10029.13290201774
2022-12-26 21:00:00,Gemini,MATIC/USD,0.80395,0.81096,0.80391,0.80695,20371.849073,16439.06360945735
2022-12-26 20:00:00,Gemini,MATIC/USD,0.80354,0.80612,0.80305,0.80395,2354.534226,1892.9277909927002
2022-12-26 19:00:00,Gemini,MATIC/USD,0.80255,0.80772,0.80161,0.80354,13223.83977,10625.884208785801
2022-12-26 18:00:00,Gemini,MATIC/USD,0.80249,0.80501,0.80116,0.80255,14363.230877,11527.21094033635
2022-12-26 17:00:00,Gemini,MATIC/USD,0.80216,0.80339,0.80071,0.80249,288.120904,231.21414425096
2022-12-26 16:00:00,Gemini,MATIC/USD,0.80001,0.80228,0.79902,0.80216,4967.989806,3985.1227027809596
2022-12-26 15:00:00,Gemini,MATIC/USD,0.80001,0.80187,0.79936,0.80001,2955.087438,2364.09950127438
2022-12-26 14:00:00,Gemini,MATIC/USD,0.80023,0.80118,0.80001,0.80001,1227.787262,982.24208747262
2022-12-26 13:00:00,Gemini,MATIC/USD,0.80192,0.80293,0.79997,0.80023,354.396044,283.59834629012
2022-12-26 12:00:00,Gemini,MATIC/USD,0.80278,0.80312,0.8014,0.80192,751.211162,602.4112550310399
2022-12-26 11:00:00,Gemini,MATIC/USD,0.80179,0.80385,0.80175,0.80278,1256.325629,1008.55308844862
2022-12-26 10:00:00,Gemini,MATIC/USD,0.79897,0.80398,0.79897,0.80179,561.711513,450.37467400826995
2022-12-26 09:00:00,Gemini,MATIC/USD,0.79911,0.80044,0.79764,0.79897,1134.193016,906.1861939935199
2022-12-26 08:00:00,Gemini,MATIC/USD,0.79911,0.8,0.79789,0.79911,1456.238812,1163.69499705732
2022-12-26 07:00:00,Gemini,MATIC/USD,0.79958,0.80004,0.79911,0.79911,278.973262,222.93032339681997
2022-12-26 06:00:00,Gemini,MATIC/USD,0.80053,0.80083,0.79918,0.79958,1310.407764,1047.77583993912
2022-12-26 05:00:00,Gemini,MATIC/USD,0.80074,0.80303,0.7997,0.80053,17215.534746,13781.55203021538
2022-12-26 04:00:00,Gemini,MATIC/USD,0.80305,0.80339,0.79911,0.80074,2745.832311,2198.6977647101403
2022-12-26 03:00:00,Gemini,MATIC/USD,0.80252,0.80341,0.80057,0.80305,1821.381702,1462.6605757911
2022-12-26 02:00:00,Gemini,MATIC/USD,0.79934,0.80372,0.79826,0.80252,491.781586,394.66455839672
2022-12-26 01:00:00,Gemini,MATIC/USD,0.79376,0.79934,0.79376,0.79934,1998.595774,1597.55754598916
2022-12-26 00:00:00,Gemini,MATIC/USD,0.79491,0.79711,0.79359,0.79376,3321.498989,2636.47303750864
2022-12-25 23:00:00,Gemini,MATIC/USD,0.79291,0.79556,0.79236,0.79491,445.576907,354.19353914337
2022-12-25 22:00:00,Gemini,MATIC/USD,0.795,0.79513,0.79147,0.79291,1114.827374,883.95777311834
2022-12-25 21:00:00,Gemini,MATIC/USD,0.78848,0.795,0.78829,0.795,1191.374535,947.1427553249999
2022-12-25 20:00:00,Gemini,MATIC/USD,0.79137,0.79137,0.78831,0.78848,465.475639,367.01823183872
2022-12-25 19:00:00,Gemini,MATIC/USD,0.79,0.79162,0.78768,0.79137,2591.021209,2050.45645416633
2022-12-25 18:00:00,Gemini,MATIC/USD,0.78859,0.79134,0.78859,0.79,1978.539754,1563.04640566
2022-12-25 17:00:00,Gemini,MATIC/USD,0.79245,0.79245,0.78859,0.78859,1077.164736,849.44133916224
2022-12-25 16:00:00,Gemini,MATIC/USD,0.79168,0.79245,0.78901,0.79245,2311.168897,1831.48579242765
2022-12-25 15:00:00,Gemini,MATIC/USD,0.79326,0.79764,0.79058,0.79168,463.604466,367.02638364288003
2022-12-25 14:00:00,Gemini,MATIC/USD,0.79585,0.79655,0.78768,0.79326,5965.056614,4731.84080962164
2022-12-25 13:00:00,Gemini,MATIC/USD,0.79665,0.79691,0.79483,0.79585,87.866664,69.9286845444
2022-12-25 12:00:00,Gemini,MATIC/USD,0.7957,0.79736,0.79566,0.79665,176.033547,140.23712521755
2022-12-25 11:00:00,Gemini,MATIC/USD,0.79611,0.79688,0.79566,0.7957,27.451932,21.8435022924
2022-12-25 10:00:00,Gemini,MATIC/USD,0.79789,0.79799,0.79611,0.79611,60.394112,48.08035650432
2022-12-25 09:00:00,Gemini,MATIC/USD,0.79728,0.79789,0.79568,0.79789,10.363207,8.268699233229999
2022-12-25 08:00:00,Gemini,MATIC/USD,0.79609,0.79802,0.79601,0.79728,6.545926,5.218935881279999
2022-12-25 07:00:00,Gemini,MATIC/USD,0.79815,0.79841,0.79598,0.79609,2314.832355,1842.81488949195
2022-12-25 06:00:00,Gemini,MATIC/USD,0.79575,0.79815,0.79458,0.79815,815.193876,650.6469921294
2022-12-25 05:00:00,Gemini,MATIC/USD,0.79463,0.79686,0.79345,0.79575,308.086269,245.15964855675
2022-12-25 04:00:00,Gemini,MATIC/USD,0.79548,0.79718,0.79463,0.79463,684.403467,543.84752698221
2022-12-25 03:00:00,Gemini,MATIC/USD,0.79615,0.7974,0.79489,0.79548,824.977765,656.2533125022
2022-12-25 02:00:00,Gemini,MATIC/USD,0.79657,0.79794,0.79472,0.79615,2078.904645,1655.1199331167502
2022-12-25 01:00:00,Gemini,MATIC/USD,0.79674,0.79908,0.79657,0.79657,40.624921,32.36059332097
2022-12-25 00:00:00,Gemini,MATIC/USD,0.79676,0.79825,0.79618,0.79674,2780.277091,2215.15796948334
2022-12-24 23:00:00,Gemini,MATIC/USD,0.79552,0.79805,0.79457,0.79676,2921.287866,2327.5653201141604
2022-12-24 22:00:00,Gemini,MATIC/USD,0.79519,0.79726,0.79421,0.79552,4071.577741,3239.02152452032
2022-12-24 21:00:00,Gemini,MATIC/USD,0.79758,0.79848,0.79517,0.79519,402.707054,320.22862227026
2022-12-24 20:00:00,Gemini,MATIC/USD,0.79879,0.79879,0.79758,0.79758,587.22226,468.3567301308
2022-12-24 19:00:00,Gemini,MATIC/USD,0.79871,0.80111,0.79752,0.79879,986.757212,788.21179337348
2022-12-24 18:00:00,Gemini,MATIC/USD,0.79857,0.80041,0.79825,0.79871,1017.272614,812.50580952794
2022-12-24 17:00:00,Gemini,MATIC/USD,0.79832,0.79857,0.79682,0.79857,2778.183324,2218.57385704668
2022-12-24 16:00:00,Gemini,MATIC/USD,0.79837,0.79837,0.79681,0.79832,163.591757,130.59857144824
2022-12-24 15:00:00,Gemini,MATIC/USD,0.79723,0.79858,0.79723,0.79837,1370.774653,1094.38535971561
2022-12-24 14:00:00,Gemini,MATIC/USD,0.79719,0.79858,0.79429,0.79723,4796.563479,3823.96430236317
2022-12-24 13:00:00,Gemini,MATIC/USD,0.79717,0.79831,0.79503,0.79719,6790.706922,5413.48365114918
2022-12-24 12:00:00,Gemini,MATIC/USD,0.7959,0.79738,0.79411,0.79717,148.393506,118.29485117802001
2022-12-24 11:00:00,Gemini,MATIC/USD,0.79721,0.79721,0.79423,0.7959,313.03724,249.14633931600002
2022-12-24 10:00:00,Gemini,MATIC/USD,0.79507,0.79721,0.79507,0.79721,17.462217,13.921054014569998
2022-12-24 09:00:00,Gemini,MATIC/USD,0.79664,0.79664,0.794,0.79507,261.489435,207.90240508545003
2022-12-24 08:00:00,Gemini,MATIC/USD,0.79745,0.79885,0.79596,0.79664,199.367201,158.82388700464
2022-12-24 07:00:00,Gemini,MATIC/USD,0.7959,0.79926,0.7959,0.79745,78.173691,62.339609887950004
2022-12-24 06:00:00,Gemini,MATIC/USD,0.7977,0.79806,0.79567,0.7959,1512.983561,1204.1836161999001
