Datetime,Exchange,Symbol_Pair,Open,High,Low,Close,Volume_in_LTC,Volume_USD
2022-10-27 04:00:00,Gemini,LTC/USD,56.29,56.67,54.07,54.55,13040.63744,711366.772352
2022-10-26 04:00:00,Gemini,LTC/USD,56.44,56.5,55.7,56.29,746.16456,42001.603082400004
2022-10-25 04:00:00,Gemini,LTC/USD,52.85,56.85,52.31,56.44,21373.09182,1206297.3023208
2022-10-24 04:00:00,Gemini,LTC/USD,53.39,53.51,52.13,52.85,12669.01582,669557.486087
2022-10-23 04:00:00,Gemini,LTC/USD,52.22,54.2,51.87,53.39,6151.26485,328416.0303415
2022-10-22 04:00:00,Gemini,LTC/USD,51.54,52.53,51.49,52.22,7652.07684,399591.45258479996
2022-10-21 04:00:00,Gemini,LTC/USD,50.93,51.79,49.59,51.54,9839.33231,507119.18725739996
2022-10-20 04:00:00,Gemini,LTC/USD,50.95,52.09,50.7,50.93,11149.5546,567846.8157779999
2022-10-19 04:00:00,Gemini,LTC/USD,51.71,51.71,50.52,50.95,3296.08952,167935.761044
2022-10-18 04:00:00,Gemini,LTC/USD,51.9,52.2,50.79,51.71,11643.29112,602074.5838152
2022-10-17 04:00:00,Gemini,LTC/USD,51.29,52.12,51.16,51.9,12056.79039,625747.421241
2022-10-16 04:00:00,Gemini,LTC/USD,50.57,51.81,50.57,51.29,4438.82836,227667.50658440002
2022-10-15 04:00:00,Gemini,LTC/USD,51.35,51.64,50.3,50.57,6436.72382,325505.1235774
2022-10-14 04:00:00,Gemini,LTC/USD,52.43,52.44,50.94,51.35,5607.51395,287945.8413325
