Datetime,Exchange,Symbol_Pair,Open,High,Low,Close,Volume_in_USDC,Volume_USD
2022-08-17 04:00:00,Gemini,USDC/USD,0.9998,1.0,0.99686,0.99981,3255963.252879,3255344.6198609527
2022-08-16 04:00:00,Gemini,USDC/USD,0.99979,1.0,0.99861,0.9998,3628112.858232,3627387.2356603537
2022-08-15 04:00:00,Gemini,USDC/USD,0.9998,0.99988,0.9992,0.99979,2650512.923821,2649956.3161069974
2022-08-14 04:00:00,Gemini,USDC/USD,0.99979,0.9998,0.99889,0.9998,1240065.13609,1239817.123062782
2022-08-13 04:00:00,Gemini,USDC/USD,0.9997,0.99991,0.99,0.99979,972827.174127,972622.8804204334
2022-08-12 04:00:00,Gemini,USDC/USD,0.99988,0.99997,0.9996,0.9997,2232866.901087,2232197.041016674
2022-08-11 04:00:00,Gemini,USDC/USD,0.99979,0.99989,0.99979,0.99988,1056065.525591,1055938.797727929
2022-08-10 04:00:00,Gemini,USDC/USD,0.99989,0.99997,0.96201,0.99979,5463002.605791,5461855.375243783
2022-08-09 04:00:00,Gemini,USDC/USD,0.99979,0.99999,0.9996,0.99989,1882792.178856,1882585.0717163258
2022-08-08 04:00:00,Gemini,USDC/USD,0.9998,1.00015,0.9996,0.99979,2897309.857094,2896701.42202401
2022-08-07 04:00:00,Gemini,USDC/USD,0.99973,1.00017,0.99962,0.9998,915092.484389,914909.4658921222
2022-08-06 04:00:00,Gemini,USDC/USD,0.99991,1.00017,0.9997,0.99973,1110800.799951,1110500.8837350132
2022-08-05 04:00:00,Gemini,USDC/USD,0.9998,1.00015,0.99975,0.99991,1781840.966838,1781680.6011509846
2022-08-04 04:00:00,Gemini,USDC/USD,0.99979,0.99995,0.99943,0.9998,3672128.681916,3671394.256179617
2022-08-03 04:00:00,Gemini,USDC/USD,0.99989,0.99995,0.99943,0.99979,1681151.553262,1680798.511435815
2022-08-02 04:00:00,Gemini,USDC/USD,0.9999,1.0006,0.99963,0.99989,1683187.728075,1683002.5774249115
2022-08-01 04:00:00,Gemini,USDC/USD,0.99995,1.0008,0.999,0.9999,3355446.879018,3355111.3343300982
2022-07-31 04:00:00,Gemini,USDC/USD,0.9997,0.99998,0.99961,0.99995,745543.402712,745506.1255418643
2022-07-30 04:00:00,Gemini,USDC/USD,1.00006,1.0001,0.9997,0.9997,667473.112822,667272.8708881534
2022-07-29 04:00:00,Gemini,USDC/USD,0.99994,1.0001,0.9995,1.00006,1978541.983624,1978660.6961430174
2022-07-28 04:00:00,Gemini,USDC/USD,0.99963,1.00001,0.9994,0.99994,1012809.870857,1012749.1022647487
2022-07-27 04:00:00,Gemini,USDC/USD,0.99979,1.00082,0.99088,0.99963,4105523.372389,4104004.328741216
2022-07-26 04:00:00,Gemini,USDC/USD,0.9999,1.0006,0.9992,0.99979,2427620.152757,2427110.3525249213
2022-07-25 04:00:00,Gemini,USDC/USD,0.99981,1.00081,0.99942,0.9999,1817501.423073,1817319.6729306928
2022-07-24 04:00:00,Gemini,USDC/USD,0.9997,1.00014,0.99591,0.99981,971439.159657,971254.5862166651
2022-07-23 04:00:00,Gemini,USDC/USD,1.00015,1.00018,0.999,0.9997,1481934.754136,1481490.1737097593
2022-07-22 04:00:00,Gemini,USDC/USD,0.99999,1.0008,0.99941,1.00015,1346235.338735,1346437.2740358103
2022-07-21 04:00:00,Gemini,USDC/USD,1.00021,1.00029,0.99919,0.99999,2489710.649633,2489685.752526504
2022-07-20 04:00:00,Gemini,USDC/USD,0.9999,1.0071,0.99952,1.00021,2693194.566753,2693760.1376120183
2022-07-19 04:00:00,Gemini,USDC/USD,0.99985,1.0071,0.99963,0.9999,3580431.128873,3580073.085760113
2022-07-18 04:00:00,Gemini,USDC/USD,0.99964,0.99993,0.99919,0.99985,3426983.93545,3426469.8878596826
2022-07-17 04:00:00,Gemini,USDC/USD,0.99981,0.99988,0.99941,0.99964,1501430.010572,1500889.495768194
2022-07-16 04:00:00,Gemini,USDC/USD,0.99966,0.9999,0.99962,0.99981,1247740.146233,1247503.0756052157
2022-07-15 04:00:00,Gemini,USDC/USD,1.00021,1.00021,0.9992,0.99966,2213748.255087,2212995.58068027
2022-07-14 04:00:00,Gemini,USDC/USD,1.00002,1.00336,0.9997,1.00021,2358431.732481,2358927.003144821
2022-07-13 04:00:00,Gemini,USDC/USD,1.0,1.0001,0.9998,1.00002,912765.340541,912783.5958478107
2022-07-12 04:00:00,Gemini,USDC/USD,0.99993,1.0,0.98,1.0,8194447.380616,8194447.380616
2022-07-11 04:00:00,Gemini,USDC/USD,0.99972,0.99999,0.99901,0.99993,3112876.434693,3112658.5333425715
2022-07-10 04:00:00,Gemini,USDC/USD,0.99969,0.99991,0.99884,0.99972,1730588.638188,1730104.0733693074
2022-07-09 04:00:00,Gemini,USDC/USD,0.99998,0.99998,0.99962,0.99969,1490596.897731,1490134.8126927034
2022-07-08 04:00:00,Gemini,USDC/USD,0.99999,0.99999,0.99941,0.99998,2194518.803123,2194474.9127469375
2022-07-07 04:00:00,Gemini,USDC/USD,0.9995,1.0,0.999,0.99999,4288620.771951,4288577.885743281
2022-07-06 04:00:00,Gemini,USDC/USD,0.99958,0.9996,0.995,0.9995,18672073.50255,18662737.465798724
2022-07-05 04:00:00,Gemini,USDC/USD,0.99951,0.99963,0.99919,0.99958,3466168.564769,3464712.773971797
2022-07-04 04:00:00,Gemini,USDC/USD,0.99958,0.99958,0.99,0.99951,31271959.469405,31256636.20926499
2022-07-03 04:00:00,Gemini,USDC/USD,0.99959,0.99964,0.99779,0.99958,825113.142565,824766.5950451227
2022-07-02 04:00:00,Gemini,USDC/USD,0.99979,1.00009,0.99899,0.99959,7149085.658727,7146154.533606921
2022-07-01 04:00:00,Gemini,USDC/USD,0.99968,1.0002,0.9994,0.99979,6544287.451384,6542913.151019209
2022-06-30 04:00:00,Gemini,USDC/USD,0.99979,0.99999,0.99921,0.99968,3359753.123041,3358678.002041627
2022-06-29 04:00:00,Gemini,USDC/USD,0.99978,1.0002,0.9992,0.99979,3795559.599182,3794762.5316661717
2022-06-28 04:00:00,Gemini,USDC/USD,0.99989,1.0,0.99921,0.99978,4109277.661954,4108373.6208683704
2022-06-27 04:00:00,Gemini,USDC/USD,0.99969,1.00012,0.9995,0.99989,2408671.852304,2408406.898400246
2022-06-26 04:00:00,Gemini,USDC/USD,1.00031,1.00031,0.99921,0.99969,1857401.758933,1856825.9643877307
2022-06-25 04:00:00,Gemini,USDC/USD,1.00018,1.0033,1.0,1.00031,1302529.668766,1302933.4529633175
2022-06-24 04:00:00,Gemini,USDC/USD,1.00013,1.00079,0.99961,1.00018,2521801.338142,2522255.262382866
2022-06-23 04:00:00,Gemini,USDC/USD,0.99975,1.00081,0.999,1.00013,6382030.02463,6382859.688533202
2022-06-22 04:00:00,Gemini,USDC/USD,1.0002,1.00057,0.99086,0.99975,5207906.643489,5206604.6668281285
2022-06-21 04:00:00,Gemini,USDC/USD,0.99969,1.00338,0.99969,1.0002,668671.717833,668805.4521765666
2022-06-20 04:00:00,Gemini,USDC/USD,0.99965,0.99969,0.99896,0.99969,3011060.497426,3010127.068671798
2022-06-19 04:00:00,Gemini,USDC/USD,0.99966,0.99969,0.99922,0.99965,1769149.771372,1768530.5689520198
2022-06-18 04:00:00,Gemini,USDC/USD,0.99998,0.99998,0.9992,0.99966,5126579.796524,5124836.759393183
2022-06-17 04:00:00,Gemini,USDC/USD,0.99967,1.0,0.9995,0.99998,6443919.850847,6443790.9724499835
2022-06-16 04:00:00,Gemini,USDC/USD,0.9998,1.0,0.99944,0.99967,8289004.433777,8286269.062313853
2022-06-15 04:00:00,Gemini,USDC/USD,0.99967,0.9998,0.99947,0.9998,2535028.326623,2534521.3209576756
2022-06-14 04:00:00,Gemini,USDC/USD,0.9996,0.99989,0.99678,0.99967,9581252.117657,9578090.304458173
2022-06-13 04:00:00,Gemini,USDC/USD,0.99971,1.0,0.98344,0.9996,18415561.0928,18408194.86836288
2022-06-12 04:00:00,Gemini,USDC/USD,0.99979,0.99998,0.99904,0.99971,4756283.276291,4754903.9541408755
2022-06-11 04:00:00,Gemini,USDC/USD,0.99997,0.99997,0.9994,0.99979,3070777.824175,3070132.9608319234
2022-06-10 04:00:00,Gemini,USDC/USD,0.99981,0.99997,0.99942,0.99997,3576288.533986,3576181.2453299803
2022-06-09 04:00:00,Gemini,USDC/USD,0.9998,0.99998,0.99867,0.99981,3854956.641282,3854224.1995201563
2022-06-08 04:00:00,Gemini,USDC/USD,0.9998,0.99995,0.99907,0.9998,2758059.857759,2757508.2457874482
2022-06-07 04:00:00,Gemini,USDC/USD,0.9998,0.99999,0.99955,0.9998,4078915.170985,4078099.387950803
2022-06-06 04:00:00,Gemini,USDC/USD,0.99946,0.99988,0.99752,0.9998,4354851.594772,4353980.624453045
2022-06-05 04:00:00,Gemini,USDC/USD,0.99967,0.99999,0.999,0.99946,7343601.943613,7339636.398563449
2022-06-04 04:00:00,Gemini,USDC/USD,0.99998,0.99999,0.99962,0.99967,2914534.258023,2913572.461717852
2022-06-03 04:00:00,Gemini,USDC/USD,0.99979,0.99998,0.99951,0.99998,6054151.419225,6054030.336196615
2022-06-02 04:00:00,Gemini,USDC/USD,0.99979,0.99988,0.99666,0.99979,6413549.931881,6412203.086395305
2022-06-01 04:00:00,Gemini,USDC/USD,0.99981,0.99995,0.9994,0.99979,3879613.637997,3878798.9191330206
2022-05-31 04:00:00,Gemini,USDC/USD,0.99976,0.99996,0.99957,0.99981,2411376.199888,2410918.038410021
2022-05-30 04:00:00,Gemini,USDC/USD,0.99978,0.99979,0.99943,0.99976,2373404.204839,2372834.5878298385
2022-05-29 04:00:00,Gemini,USDC/USD,0.99979,0.99979,0.99949,0.99978,719961.90641,719803.5147905898
2022-05-28 04:00:00,Gemini,USDC/USD,0.99997,0.99997,0.99967,0.99979,1036652.925692,1036435.2285776046
2022-05-27 04:00:00,Gemini,USDC/USD,0.99979,0.99998,0.99901,0.99997,4691871.116718,4691730.360584498
2022-05-26 04:00:00,Gemini,USDC/USD,0.99977,0.99998,0.99955,0.99979,850735.281501,850556.6270918848
2022-05-25 04:00:00,Gemini,USDC/USD,0.99949,0.9998,0.99949,0.99977,74951.307012,74934.06821138725
2022-05-24 04:00:00,Gemini,USDC/USD,0.99976,0.99985,0.9992,0.99949,2856875.07265,2855418.0663629486
2022-05-23 04:00:00,Gemini,USDC/USD,0.99976,0.99987,0.99802,0.99976,5167849.415196,5166609.131336353
2022-05-22 04:00:00,Gemini,USDC/USD,0.99964,0.99978,0.99901,0.99976,1102907.897521,1102643.1996255948
2022-05-21 04:00:00,Gemini,USDC/USD,0.99977,0.99978,0.99859,0.99964,2411777.478757,2410909.2388646477
2022-05-20 04:00:00,Gemini,USDC/USD,0.99973,0.99978,0.9992,0.99977,3158625.673176,3157899.1892711697
2022-05-19 04:00:00,Gemini,USDC/USD,0.99978,0.99986,0.99827,0.99973,4269737.146175,4268584.317145533
2022-05-18 04:00:00,Gemini,USDC/USD,0.99979,0.9999,0.99919,0.99978,3195336.250038,3194633.2760629915
2022-05-17 04:00:00,Gemini,USDC/USD,0.99958,0.99983,0.99919,0.99979,3127254.214933,3126597.491547864
2022-05-16 04:00:00,Gemini,USDC/USD,0.99975,0.99979,0.99662,0.99958,6648370.18753,6645577.872051237
2022-05-15 04:00:00,Gemini,USDC/USD,0.99978,0.99979,0.99873,0.99975,2432470.418456,2431862.300851386
2022-05-14 04:00:00,Gemini,USDC/USD,0.99969,0.9998,0.99881,0.99978,3210527.21032,3209820.8943337295
2022-05-13 04:00:00,Gemini,USDC/USD,0.99924,0.9997,0.99824,0.99969,8519482.759466,8516841.719810566
2022-05-12 04:00:00,Gemini,USDC/USD,0.99956,0.9997,0.97401,0.99924,23710562.359515,23692542.33212177
2022-05-11 04:00:00,Gemini,USDC/USD,0.99969,0.99999,0.98315,0.99956,8999608.129651,8995648.302073954
2022-05-10 04:00:00,Gemini,USDC/USD,0.99971,0.99999,0.99825,0.99969,5780971.775726,5779179.674475525
2022-05-09 04:00:00,Gemini,USDC/USD,0.99958,0.99978,0.99642,0.99971,7631579.851266,7629366.693109133
