Datetime,Exchange,Symbol_Pair,Open,High,Low,Close,Volume_in_MATIC,Volume_USD
2022-12-26 04:00:00,Gemini,MATIC/USD,0.80305,0.81786,0.79764,0.81298,112340.046276,91330.21082146247
2022-12-25 04:00:00,Gemini,MATIC/USD,0.79548,0.80372,0.78768,0.80305,29728.239537,23873.262760187852
2022-12-24 04:00:00,Gemini,MATIC/USD,0.79843,0.80142,0.794,0.79548,40053.876376,31862.05757958048
2022-12-23 04:00:00,Gemini,MATIC/USD,0.80159,0.80546,0.79248,0.79843,90949.764278,72617.02029248355
2022-12-22 04:00:00,Gemini,MATIC/USD,0.79143,0.80606,0.77076,0.80159,104592.519705,83840.31787033095
2022-12-21 04:00:00,Gemini,MATIC/USD,0.7935,0.80049,0.78646,0.79143,98943.772176,78307.06961325168
2022-12-20 04:00:00,Gemini,MATIC/USD,0.79395,0.80684,0.75734,0.7935,102545.284651,81369.6833705685
2022-12-19 04:00:00,Gemini,MATIC/USD,0.8025,0.80661,0.75762,0.79395,263656.96551,209330.44776666453
2022-12-18 04:00:00,Gemini,MATIC/USD,0.81662,0.8248,0.79776,0.8025,73985.020651,59372.9790724275
2022-12-17 04:00:00,Gemini,MATIC/USD,0.80339,0.81802,0.79776,0.81662,113492.915382,92680.58455924885
2022-12-16 04:00:00,Gemini,MATIC/USD,0.89181,0.89373,0.783,0.80339,283460.645478,227729.4479705704
2022-12-15 04:00:00,Gemini,MATIC/USD,0.89752,0.89752,0.8718,0.89181,121223.254247,108108.11037001708
2022-12-14 04:00:00,Gemini,MATIC/USD,0.9287,0.93874,0.88373,0.89752,234392.054944,210371.5571533389
2022-12-13 04:00:00,Gemini,MATIC/USD,0.9,0.95,0.88099,0.9287,470728.288248,437165.3612959176
2022-12-12 04:00:00,Gemini,MATIC/USD,0.88176,0.91304,0.87942,0.9,197909.446287,178118.5016583
2022-12-11 04:00:00,Gemini,MATIC/USD,0.91211,0.91493,0.87063,0.88176,70427.652819,62100.28714968143
2022-12-10 04:00:00,Gemini,MATIC/USD,0.90526,0.91642,0.90138,0.91211,80987.771821,73869.7565556523
2022-12-09 04:00:00,Gemini,MATIC/USD,0.92312,0.93342,0.90214,0.90526,344080.815989,311482.59948220215
2022-12-08 04:00:00,Gemini,MATIC/USD,0.89206,0.93116,0.88638,0.92312,152660.395459,140923.86425611208
2022-12-07 04:00:00,Gemini,MATIC/USD,0.90975,0.90975,0.88294,0.89206,110628.258519,98687.04429445913
2022-12-06 04:00:00,Gemini,MATIC/USD,0.9138,0.91893,0.89755,0.90975,184032.007697,167423.11900234575
2022-12-05 04:00:00,Gemini,MATIC/USD,0.93034,0.94456,0.89621,0.9138,538113.02604,491727.683195352
2022-12-04 04:00:00,Gemini,MATIC/USD,0.914,0.93385,0.9075,0.93034,294422.434133,273912.9673712952
2022-12-03 04:00:00,Gemini,MATIC/USD,0.93096,0.93096,0.9009,0.914,145814.393659,133274.355804326
2022-12-02 04:00:00,Gemini,MATIC/USD,0.90666,0.94942,0.90042,0.93096,519281.877498,483430.65667553805
2022-12-01 04:00:00,Gemini,MATIC/USD,0.92613,0.92613,0.90516,0.90666,51038.837719,46274.87260630854
2022-11-30 04:00:00,Gemini,MATIC/USD,0.85749,0.94941,0.85749,0.92613,855492.382073,792297.1598092675
2022-11-29 04:00:00,Gemini,MATIC/USD,0.83189,0.87305,0.82397,0.85749,394163.183437,337990.9881653931
2022-11-28 04:00:00,Gemini,MATIC/USD,0.82019,0.83512,0.80447,0.83189,381846.254637,317654.0807699739
2022-11-27 04:00:00,Gemini,MATIC/USD,0.85317,0.86473,0.80585,0.82019,246784.782256,202410.41055854864
2022-11-26 04:00:00,Gemini,MATIC/USD,0.85899,0.87101,0.84274,0.85317,281055.895392,239788.45827159262
2022-11-25 04:00:00,Gemini,MATIC/USD,0.82884,0.86956,0.82,0.85899,170962.073971,146854.7119203493
2022-11-24 04:00:00,Gemini,MATIC/USD,0.87978,0.8841,0.8263,0.82884,280998.794001,232903.04041978886
2022-11-23 04:00:00,Gemini,MATIC/USD,0.8657,0.89141,0.83656,0.87978,525169.832525,462033.9152588445
2022-11-22 04:00:00,Gemini,MATIC/USD,0.80239,0.871,0.77813,0.8657,679547.047106,588283.8786796642
2022-11-21 04:00:00,Gemini,MATIC/USD,0.79614,0.81895,0.76347,0.80239,533493.31699,428069.7026196061
2022-11-20 04:00:00,Gemini,MATIC/USD,0.86948,0.87658,0.77,0.79614,751903.79892,598620.6904721687
2022-11-19 04:00:00,Gemini,MATIC/USD,0.86832,0.88248,0.84926,0.86948,178923.298721,155570.2297719351
2022-11-18 04:00:00,Gemini,MATIC/USD,0.89056,0.89397,0.85525,0.86832,373994.327389,324746.7543584165
2022-11-17 04:00:00,Gemini,MATIC/USD,0.88647,0.89688,0.86105,0.89056,1329539.928297,1184035.0785441764
2022-11-16 04:00:00,Gemini,MATIC/USD,0.95343,0.95343,0.83333,0.88647,792925.431169,702904.6069683834
2022-11-15 04:00:00,Gemini,MATIC/USD,0.93058,0.97069,0.91788,0.95343,1048386.053799,999562.7152735805
2022-11-14 04:00:00,Gemini,MATIC/USD,0.86896,0.96285,0.84651,0.93058,1151767.394154,1071811.7016518293
2022-11-13 04:00:00,Gemini,MATIC/USD,0.96001,0.96667,0.83,0.86896,875099.378131,760426.3556207137
2022-11-12 04:00:00,Gemini,MATIC/USD,0.99732,1.00445,0.92439,0.96001,1924857.922777,1847882.854445148
2022-11-11 04:00:00,Gemini,MATIC/USD,1.03138,1.10093,0.96612,0.99732,2219017.798302,2213070.8306025504
2022-11-10 04:00:00,Gemini,MATIC/USD,0.87341,1.15626,0.86878,1.03138,4082913.103856,4211034.9170550015
2022-11-09 04:00:00,Gemini,MATIC/USD,0.98539,0.98539,0.76,0.87341,2966310.464348,2590805.2226661867
2022-11-08 04:00:00,Gemini,MATIC/USD,1.12569,1.23884,0.89949,0.98539,7437896.407224,7329228.740714458
2022-11-07 04:00:00,Gemini,MATIC/USD,1.21524,1.29019,1.12064,1.12569,3140882.366877,3535659.8715697704
2022-11-06 04:00:00,Gemini,MATIC/USD,1.16176,1.24199,1.13,1.21524,1552971.513327,1887233.1018555036
