Datetime,Exchange,Symbol_Pair,Open,High,Low,Close,Volume_in_ETH,Volume_USD
2022-11-28 04:00:00,Gemini,ETH/USD,1171.27,1188.25,1150.01,1184.49,5009.123576,5933256.78453624
2022-11-27 04:00:00,Gemini,ETH/USD,1216.0,1222.0,1158.68,1171.27,3027.078618,3545526.37290486
2022-11-26 04:00:00,Gemini,ETH/USD,1214.24,1232.99,1194.87,1216.0,1576.658655,1917216.92448
2022-11-25 04:00:00,Gemini,ETH/USD,1185.97,1226.19,1170.42,1214.24,3856.817299,4683101.83713776
2022-11-24 04:00:00,Gemini,ETH/USD,1201.42,1217.23,1180.27,1185.97,2503.195463,2968714.72325411
2022-11-23 04:00:00,Gemini,ETH/USD,1168.81,1208.32,1148.24,1201.42,6410.283383,7701442.662003861
2022-11-22 04:00:00,Gemini,ETH/USD,1101.3,1168.81,1074.55,1168.81,7883.479003,9214289.09349643
2022-11-21 04:00:00,Gemini,ETH/USD,1123.13,1144.73,1079.48,1101.3,9348.587589,10295599.5117657
2022-11-20 04:00:00,Gemini,ETH/USD,1216.38,1220.43,1107.69,1123.13,10950.482702,12298815.63709726
2022-11-19 04:00:00,Gemini,ETH/USD,1206.62,1230.0,1196.75,1216.38,2759.352209,3356420.8399834204
2022-11-18 04:00:00,Gemini,ETH/USD,1218.19,1222.5,1198.34,1206.62,4080.812373,4923989.8255092595
2022-11-17 04:00:00,Gemini,ETH/USD,1201.06,1232.24,1181.37,1218.19,14571.623723,17751006.303121373
2022-11-16 04:00:00,Gemini,ETH/USD,1264.26,1264.26,1191.06,1201.06,14311.075378,17188460.19350068
2022-11-15 04:00:00,Gemini,ETH/USD,1254.3,1288.0,1232.06,1264.26,9812.528274,12405586.99568724
2022-11-14 04:00:00,Gemini,ETH/USD,1190.34,1288.0,1173.02,1254.3,17990.125721,22565014.6918503
2022-11-13 04:00:00,Gemini,ETH/USD,1270.17,1271.83,1170.0,1190.34,13176.460691,15684468.21892494
2022-11-12 04:00:00,Gemini,ETH/USD,1255.1,1279.64,1231.09,1270.17,10507.845342,13346749.918048142
2022-11-11 04:00:00,Gemini,ETH/USD,1235.66,1306.22,1199.8,1255.1,24269.574003,30460742.3311653
2022-11-10 04:00:00,Gemini,ETH/USD,1168.0,1348.07,1154.87,1235.66,40727.703435,50325594.026492104
2022-11-09 04:00:00,Gemini,ETH/USD,1312.13,1312.13,1072.31,1168.0,30995.173267,36202362.375856
2022-11-08 04:00:00,Gemini,ETH/USD,1506.14,1579.81,1221.1,1312.13,56080.079794,73584355.10010122
2022-11-07 04:00:00,Gemini,ETH/USD,1587.52,1608.92,1503.75,1506.14,16102.495151,24252612.04672714
2022-11-06 04:00:00,Gemini,ETH/USD,1621.55,1638.05,1563.99,1587.52,4264.108392,6769357.35446784
2022-11-05 04:00:00,Gemini,ETH/USD,1646.46,1658.53,1613.17,1621.55,3487.980214,5655934.3160117
2022-11-04 04:00:00,Gemini,ETH/USD,1549.02,1676.29,1546.53,1646.46,14554.249326,23962989.34528596
2022-11-03 04:00:00,Gemini,ETH/USD,1547.36,1558.24,1522.72,1549.02,12571.077122,19472849.88352044
2022-11-02 04:00:00,Gemini,ETH/USD,1591.22,1620.23,1501.78,1547.36,10209.221893,15797341.588352479
2022-11-01 04:00:00,Gemini,ETH/USD,1586.51,1611.95,1563.19,1591.22,5311.49293,8451753.7800746
2022-10-31 04:00:00,Gemini,ETH/USD,1584.03,1635.03,1545.16,1586.51,7175.057543,11383300.54254493
