Datetime,Exchange,Symbol_Pair,Open,High,Low,Close,Volume_in_MATIC,Volume_USDT,Tradecount
2022-10-07,Binance,MATICUSDT,0.8335,0.8482,0.8186,0.8315,43204613.6,36126776.05471,88529.0
2022-10-06,Binance,MATICUSDT,0.8512,0.8596,0.8303,0.8336,56063871.0,47326051.97601,101241.0
2022-10-05,Binance,MATICUSDT,0.8351,0.8607,0.8209,0.8512,71309080.5,59855646.51876,132095.0
2022-10-04,Binance,MATICUSDT,0.8002,0.8437,0.7999,0.8351,69927621.7,57871672.90308,130581.0
2022-10-03,Binance,MATICUSDT,0.7632,0.8073,0.7544,0.8002,64369980.3,50463164.61171,117450.0
2022-10-02,Binance,MATICUSDT,0.7669,0.7838,0.7611,0.7631,36168037.1,27919950.85221,70344.0
2022-10-01,Binance,MATICUSDT,0.7781,0.7813,0.7593,0.767,25219685.5,19442983.89553,53974.0
2022-09-30,Binance,MATICUSDT,0.7635,0.7897,0.7605,0.7778,74769580.5,57971958.08167,142495.0
2022-09-29,Binance,MATICUSDT,0.7473,0.7648,0.7311,0.7631,59553845.5,44545926.96782,110870.0
2022-09-28,Binance,MATICUSDT,0.739,0.7549,0.712,0.7473,55942554.1,41115362.67441,117617.0
2022-09-27,Binance,MATICUSDT,0.7557,0.7937,0.7261,0.7389,99429969.0,76024934.68091,181056.0
2022-09-26,Binance,MATICUSDT,0.7395,0.7616,0.7262,0.7557,66516406.6,49571658.45858,140893.0
2022-09-25,Binance,MATICUSDT,0.7528,0.7671,0.731,0.7397,37385050.3,28122616.59885,82484.0
2022-09-24,Binance,MATICUSDT,0.7784,0.7824,0.75,0.7527,42348151.6,32588484.5922,92391.0
2022-09-23,Binance,MATICUSDT,0.7523,0.7855,0.7228,0.7784,84151419.4,63177624.97537,173950.0
2022-09-22,Binance,MATICUSDT,0.7006,0.7628,0.7003,0.7521,70671776.6,52268747.86924,146806.0
2022-09-21,Binance,MATICUSDT,0.7333,0.778,0.6901,0.7007,95101361.4,69705588.86644,218083.0
2022-09-20,Binance,MATICUSDT,0.7653,0.7692,0.73,0.7333,48949348.2,36651726.31034,109759.0
2022-09-19,Binance,MATICUSDT,0.7533,0.7754,0.7248,0.7655,73085404.0,54821951.52659,179668.0
2022-09-18,Binance,MATICUSDT,0.828,0.8367,0.75,0.7533,64802222.7,51932252.56498,145785.0
2022-09-17,Binance,MATICUSDT,0.8068,0.8311,0.8049,0.8279,27039758.3,22105313.19655,66821.0
2022-09-16,Binance,MATICUSDT,0.8252,0.8313,0.7873,0.8069,52889683.6,42776715.43352,142528.0
2022-09-15,Binance,MATICUSDT,0.8646,0.8761,0.8175,0.8251,72521132.7,61277913.72155,186030.0
2022-09-14,Binance,MATICUSDT,0.846,0.8682,0.8302,0.8645,59338753.1,50573516.80836,149172.0
2022-09-13,Binance,MATICUSDT,0.9301,0.9436,0.8389,0.8461,120684228.2,107593345.62798,305391.0
2022-09-12,Binance,MATICUSDT,0.8934,0.9404,0.8717,0.9301,102118481.7,93200538.44075,271807.0
2022-09-11,Binance,MATICUSDT,0.9057,0.9179,0.8757,0.8934,36101767.7,32341304.47381,103177.0
2022-09-10,Binance,MATICUSDT,0.8905,0.912,0.8779,0.906,58175444.0,51994210.08095,151895.0
2022-09-09,Binance,MATICUSDT,0.8449,0.901,0.8421,0.8905,71296589.8,62738367.78249,175307.0
2022-09-08,Binance,MATICUSDT,0.8405,0.8499,0.8157,0.8448,55903954.3,46657445.60446,136224.0
2022-09-07,Binance,MATICUSDT,0.8156,0.8513,0.7913,0.8404,74934469.5,61253641.83122,168654.0
2022-09-06,Binance,MATICUSDT,0.882,0.924,0.8112,0.8157,118115918.3,102927279.72122,253106.0
2022-09-05,Binance,MATICUSDT,0.895,0.9034,0.862,0.8819,44151340.3,38781040.01225,109307.0
2022-09-04,Binance,MATICUSDT,0.8889,0.8989,0.8718,0.8951,38935337.9,34451560.19908,109200.0
2022-09-03,Binance,MATICUSDT,0.872,0.8903,0.8665,0.889,42944128.2,37707804.64416,111468.0
2022-09-02,Binance,MATICUSDT,0.8844,0.9136,0.8627,0.8719,91872437.5,81541758.70542,225002.0
2022-09-01,Binance,MATICUSDT,0.8322,0.8956,0.8218,0.8844,108922083.8,92848142.79035,269589.0
2022-08-31,Binance,MATICUSDT,0.8153,0.8567,0.8153,0.8323,80353318.7,66928748.85478,214619.0
2022-08-30,Binance,MATICUSDT,0.8165,0.8441,0.7827,0.8153,85386455.6,69640191.08685,204794.0
2022-08-29,Binance,MATICUSDT,0.7827,0.8211,0.7617,0.8168,102998979.9,81763154.68603,253410.0
2022-08-28,Binance,MATICUSDT,0.8049,0.834,0.7771,0.7824,76338584.1,62018176.19172,200269.0
2022-08-27,Binance,MATICUSDT,0.765,0.815,0.7556,0.8049,88047062.7,69473746.98244,219475.0
2022-08-26,Binance,MATICUSDT,0.8182,0.8471,0.7535,0.7651,119906082.3,96001351.42714,281406.0
2022-08-25,Binance,MATICUSDT,0.8136,0.8323,0.8048,0.8183,43571146.1,35684531.51941,129902.0
2022-08-24,Binance,MATICUSDT,0.8322,0.84,0.8022,0.8136,52393901.7,42949526.77086,144850.0
2022-08-23,Binance,MATICUSDT,0.81,0.8369,0.7912,0.8322,62552984.7,51090466.5037,163612.0
2022-08-22,Binance,MATICUSDT,0.8206,0.8229,0.7685,0.8099,67647891.8,53671558.01167,193056.0
2022-08-21,Binance,MATICUSDT,0.7862,0.83,0.7784,0.8205,64321326.0,51783650.46859,169093.0
2022-08-20,Binance,MATICUSDT,0.7696,0.8169,0.7582,0.7863,84249101.2,66504388.3069,215501.0
2022-08-19,Binance,MATICUSDT,0.8571,0.8581,0.7634,0.7695,137111673.1,109513746.6255,347556.0
2022-08-18,Binance,MATICUSDT,0.8848,0.9101,0.8545,0.857,68345203.7,60800111.71691,174054.0
2022-08-17,Binance,MATICUSDT,0.9344,0.9642,0.8771,0.8848,77598129.4,71142548.08048,225096.0
2022-08-16,Binance,MATICUSDT,0.9505,0.9681,0.9239,0.9343,57048653.0,53926224.99189,168512.0
2022-08-15,Binance,MATICUSDT,1.0004,1.0343,0.9315,0.9505,83213360.7,80951849.18403,252055.0
2022-08-14,Binance,MATICUSDT,1.0256,1.0545,0.9856,1.0005,78877164.7,80430512.12108,282602.0
2022-08-13,Binance,MATICUSDT,0.9345,1.0342,0.9291,1.0256,141368074.5,140972717.14597,396064.0
2022-08-12,Binance,MATICUSDT,0.921,0.9352,0.9056,0.9344,37271224.2,34333855.82704,115088.0
2022-08-11,Binance,MATICUSDT,0.9382,0.9562,0.9154,0.9211,61842165.8,57990414.38113,189581.0
2022-08-10,Binance,MATICUSDT,0.8908,0.941,0.8706,0.9381,72354681.1,66248369.54975,206751.0
2022-08-09,Binance,MATICUSDT,0.9219,0.9311,0.8688,0.8908,54242401.2,48864331.11455,146832.0
2022-08-08,Binance,MATICUSDT,0.907,0.9519,0.9047,0.9218,71561793.0,66594130.53479,187416.0
2022-08-07,Binance,MATICUSDT,0.9078,0.925,0.8923,0.907,33628213.0,30604731.17666,97152.0
2022-08-06,Binance,MATICUSDT,0.9278,0.9417,0.9024,0.9076,43833487.9,40507609.21789,128460.0
2022-08-05,Binance,MATICUSDT,0.8915,0.9379,0.889,0.928,70273119.4,64398405.74391,202894.0
2022-08-04,Binance,MATICUSDT,0.8883,0.9121,0.8753,0.8915,56731489.7,50662343.20831,177767.0
2022-08-03,Binance,MATICUSDT,0.8767,0.926,0.8564,0.8883,76434171.5,68742559.84679,225139.0
2022-08-02,Binance,MATICUSDT,0.8914,0.9064,0.848,0.8768,107527361.2,94019856.63419,269258.0
2022-08-01,Binance,MATICUSDT,0.9277,0.9468,0.8777,0.8914,102473447.0,93332676.55915,265266.0
2022-07-31,Binance,MATICUSDT,0.931,1.0197,0.9107,0.9279,139366466.4,133495719.11202,362912.0
2022-07-30,Binance,MATICUSDT,0.9388,0.9838,0.9133,0.9309,106413447.5,100833072.77511,275994.0
2022-07-29,Binance,MATICUSDT,0.934,0.9931,0.9045,0.9387,183513393.1,174367921.46818,464552.0
2022-07-28,Binance,MATICUSDT,0.8966,0.975,0.8448,0.9339,236707802.1,214645558.55582,543258.0
2022-07-27,Binance,MATICUSDT,0.7833,0.8987,0.762,0.8968,199984258.7,165866260.96866,455367.0
2022-07-26,Binance,MATICUSDT,0.7703,0.7849,0.7221,0.7833,154988735.0,116698567.22685,327371.0
2022-07-25,Binance,MATICUSDT,0.8794,0.8849,0.7677,0.7703,145057895.3,119903483.45084,330730.0
2022-07-24,Binance,MATICUSDT,0.8712,0.9092,0.8459,0.8795,102480809.3,89912586.23383,249876.0
2022-07-23,Binance,MATICUSDT,0.8507,0.8891,0.814,0.8712,100257262.1,85093060.63921,241681.0
2022-07-22,Binance,MATICUSDT,0.9057,0.935,0.845,0.8508,161751526.1,144230596.90405,394096.0
2022-07-21,Binance,MATICUSDT,0.8318,0.9289,0.7966,0.9057,242710579.0,210937746.819,538109.0
2022-07-20,Binance,MATICUSDT,0.9254,0.9534,0.8108,0.8318,238403566.3,212017695.41889,552301.0
2022-07-19,Binance,MATICUSDT,0.9587,0.98,0.8832,0.9255,259104558.4,238807081.12739,627631.0
2022-07-18,Binance,MATICUSDT,0.7529,0.9849,0.745,0.9583,385575448.9,345839133.03676,883684.0
2022-07-17,Binance,MATICUSDT,0.7292,0.79,0.7187,0.7529,155085808.8,118077971.39904,315931.0
2022-07-16,Binance,MATICUSDT,0.7034,0.7443,0.6825,0.7292,129325811.6,92480110.23415,249207.0
2022-07-15,Binance,MATICUSDT,0.7096,0.735,0.677,0.7037,231240627.9,162301427.67107,453950.0
2022-07-14,Binance,MATICUSDT,0.6391,0.719,0.6129,0.7096,371814316.7,243456273.48287,709188.0
2022-07-13,Binance,MATICUSDT,0.5362,0.6454,0.5203,0.6389,254696666.1,144699512.72263,444235.0
2022-07-12,Binance,MATICUSDT,0.563,0.5934,0.5345,0.5362,183829595.0,104807125.86082,342561.0
2022-07-11,Binance,MATICUSDT,0.5717,0.5984,0.5363,0.563,168479902.2,95385324.26201,312769.0
2022-07-10,Binance,MATICUSDT,0.5899,0.5902,0.5526,0.5717,85080378.2,48608939.47257,154374.0
2022-07-09,Binance,MATICUSDT,0.6058,0.6119,0.5822,0.5899,100052940.6,59471019.92621,178698.0
2022-07-08,Binance,MATICUSDT,0.563,0.6199,0.5554,0.6059,273623248.2,159227520.28273,432974.0
2022-07-07,Binance,MATICUSDT,0.5256,0.573,0.5113,0.5628,185981194.0,100966097.79446,249378.0
2022-07-06,Binance,MATICUSDT,0.5127,0.5308,0.4929,0.5257,242883092.8,124897854.23826,303334.0
2022-07-05,Binance,MATICUSDT,0.4917,0.5355,0.4857,0.5127,335931980.8,171920866.82535,412806.0
2022-07-04,Binance,MATICUSDT,0.4621,0.4953,0.4513,0.4918,166121678.0,78184587.05269,189049.0
2022-07-03,Binance,MATICUSDT,0.4931,0.4942,0.4491,0.4621,170900076.3,80454806.79457,200466.0
2022-07-02,Binance,MATICUSDT,0.4621,0.4963,0.4486,0.493,183222500.6,85850458.48002,180390.0
2022-07-01,Binance,MATICUSDT,0.4808,0.4982,0.4496,0.4621,296499618.2,140719600.79108,328379.0
2022-06-30,Binance,MATICUSDT,0.4975,0.4978,0.418,0.4808,412893672.1,187518199.76218,431976.0
2022-06-29,Binance,MATICUSDT,0.5108,0.5465,0.4851,0.4974,372676557.3,192177708.71653,423546.0
2022-06-28,Binance,MATICUSDT,0.532,0.575,0.504,0.5107,227581109.8,120823795.51794,259299.0
2022-06-27,Binance,MATICUSDT,0.559,0.597,0.52,0.532,146468480.2,81487665.7357,142966.0
2022-06-26,Binance,MATICUSDT,0.601,0.627,0.556,0.559,99737778.1,59186344.4163,134298.0
2022-06-25,Binance,MATICUSDT,0.607,0.627,0.566,0.601,130443259.3,77921716.4726,174410.0
2022-06-24,Binance,MATICUSDT,0.562,0.631,0.562,0.607,247314217.9,147654377.5611,283826.0
2022-06-23,Binance,MATICUSDT,0.456,0.574,0.455,0.562,334375172.2,171316930.8414,336961.0
2022-06-22,Binance,MATICUSDT,0.42,0.472,0.394,0.455,156352169.3,67666970.4848,151358.0
2022-06-21,Binance,MATICUSDT,0.4,0.455,0.392,0.42,150058307.5,64570144.5278,128693.0
2022-06-20,Binance,MATICUSDT,0.384,0.411,0.359,0.4,114184332.3,44466812.3621,104544.0
2022-06-19,Binance,MATICUSDT,0.346,0.385,0.327,0.384,112312742.8,39550390.2744,99575.0
2022-06-18,Binance,MATICUSDT,0.4,0.408,0.316,0.346,138954523.7,49525769.420384,119658.0
2022-06-17,Binance,MATICUSDT,0.383,0.409,0.378,0.399,55750718.0,22093052.2978,57913.0
2022-06-16,Binance,MATICUSDT,0.439,0.446,0.375,0.384,97621973.2,39353203.4737,96223.0
2022-06-15,Binance,MATICUSDT,0.415,0.441,0.363,0.44,176633425.2,69159792.652746,182684.0
2022-06-14,Binance,MATICUSDT,0.431,0.454,0.396,0.415,158226148.4,67277439.562099,160756.0
2022-06-13,Binance,MATICUSDT,0.496,0.504,0.404,0.43,197124489.8,86655354.787753,195527.0
2022-06-12,Binance,MATICUSDT,0.541,0.547,0.496,0.497,86742685.9,45119047.752376,99373.0
2022-06-11,Binance,MATICUSDT,0.594,0.607,0.531,0.54,66207911.0,37383833.643,86128.0
2022-06-10,Binance,MATICUSDT,0.634,0.663,0.59,0.594,84427247.7,52795041.731,102926.0
2022-06-09,Binance,MATICUSDT,0.607,0.652,0.602,0.634,47864999.0,30095235.2572,65718.0
2022-06-08,Binance,MATICUSDT,0.618,0.633,0.601,0.606,52731186.4,32355851.153,66320.0
2022-06-07,Binance,MATICUSDT,0.632,0.634,0.583,0.617,61113363.7,36929254.3587,76962.0
2022-06-06,Binance,MATICUSDT,0.598,0.656,0.595,0.633,72763913.4,46291459.065,88415.0
2022-06-05,Binance,MATICUSDT,0.596,0.607,0.584,0.598,24801520.7,14745185.0236,33077.0
2022-06-04,Binance,MATICUSDT,0.589,0.601,0.576,0.596,22906167.9,13534544.8721,35125.0
2022-06-03,Binance,MATICUSDT,0.62,0.621,0.576,0.589,38172169.4,22653419.3494,52061.0
2022-06-02,Binance,MATICUSDT,0.6,0.622,0.591,0.62,55084190.6,33294187.4856,65391.0
2022-06-01,Binance,MATICUSDT,0.662,0.671,0.585,0.6,92155393.9,58036692.6676,102364.0
2022-05-31,Binance,MATICUSDT,0.657,0.684,0.643,0.663,96486653.0,63868709.5746,114486.0
2022-05-30,Binance,MATICUSDT,0.599,0.661,0.595,0.658,86675025.6,54923779.9093,95848.0
2022-05-29,Binance,MATICUSDT,0.588,0.602,0.574,0.6,45902271.0,27024438.3395,49649.0
2022-05-28,Binance,MATICUSDT,0.574,0.597,0.568,0.588,46464580.8,27136842.2494,52602.0
2022-05-27,Binance,MATICUSDT,0.598,0.611,0.564,0.574,97233765.3,56892613.8977,114782.0
2022-05-26,Binance,MATICUSDT,0.645,0.661,0.576,0.598,121100003.7,74551441.0543,129737.0
2022-05-25,Binance,MATICUSDT,0.664,0.674,0.628,0.646,67784409.4,43923726.2168,78224.0
2022-05-24,Binance,MATICUSDT,0.642,0.669,0.611,0.663,75641116.0,48328186.54,87041.0
2022-05-23,Binance,MATICUSDT,0.676,0.701,0.635,0.641,87343768.4,59127785.8404,104005.0
2022-05-22,Binance,MATICUSDT,0.65,0.683,0.64,0.676,45693696.3,30263396.7093,59706.0
2022-05-21,Binance,MATICUSDT,0.634,0.66,0.621,0.65,35782020.1,22984384.2677,53578.0
2022-05-20,Binance,MATICUSDT,0.659,0.68,0.617,0.634,76951665.1,49890493.3654,93338.0
2022-05-19,Binance,MATICUSDT,0.626,0.674,0.609,0.659,107205341.4,68573350.0552,122352.0
2022-05-18,Binance,MATICUSDT,0.727,0.738,0.623,0.626,100406529.9,67356669.3625,125846.0
2022-05-17,Binance,MATICUSDT,0.678,0.736,0.674,0.726,114713520.1,80824456.39,137882.0
2022-05-16,Binance,MATICUSDT,0.743,0.743,0.658,0.677,133481571.8,91808945.6781,154335.0
2022-05-15,Binance,MATICUSDT,0.685,0.744,0.656,0.742,101688983.5,70178363.7259,129381.0
2022-05-14,Binance,MATICUSDT,0.667,0.712,0.615,0.686,131101411.8,86686991.5334,156804.0
2022-05-13,Binance,MATICUSDT,0.601,0.753,0.59,0.667,231738849.1,160157111.4968,272209.0
2022-05-12,Binance,MATICUSDT,0.676,0.718,0.501,0.6,330454002.9,196071124.370607,424753.0
2022-05-11,Binance,MATICUSDT,0.889,0.912,0.602,0.675,401657138.8,311074858.843609,590504.0
2022-05-10,Binance,MATICUSDT,0.81,0.99,0.79,0.889,272210112.0,246387187.9669,373612.0
2022-05-09,Binance,MATICUSDT,0.977,0.992,0.788,0.81,142192703.4,124714130.677373,224379.0
2022-05-08,Binance,MATICUSDT,1.02,1.03,0.96,0.977,61694844.0,60980198.940414,113736.0
2022-05-07,Binance,MATICUSDT,1.043,1.067,0.992,1.019,66643246.5,69038334.669904,102190.0
2022-05-06,Binance,MATICUSDT,1.065,1.077,1.011,1.043,88663343.3,92812372.7427,130418.0
2022-05-05,Binance,MATICUSDT,1.173,1.187,1.029,1.064,86554618.8,95327757.3036,153343.0
2022-05-04,Binance,MATICUSDT,1.077,1.174,1.07,1.173,77380068.2,86537431.8118,122605.0
2022-05-03,Binance,MATICUSDT,1.077,1.117,1.054,1.076,53733584.2,58565136.1942,87943.0
2022-05-02,Binance,MATICUSDT,1.099,1.121,1.036,1.077,73093982.3,79121152.6797,139994.0
2022-05-01,Binance,MATICUSDT,1.033,1.124,1.014,1.099,83369235.4,89760871.3249,162378.0
2022-04-30,Binance,MATICUSDT,1.141,1.166,1.011,1.032,67942141.7,74539161.394068,132767.0
2022-04-29,Binance,MATICUSDT,1.238,1.246,1.127,1.14,73403513.3,86724659.5493,133082.0
2022-04-28,Binance,MATICUSDT,1.257,1.28,1.226,1.237,45259868.3,56660663.9847,100505.0
2022-04-27,Binance,MATICUSDT,1.244,1.292,1.235,1.257,40904675.4,51622614.8362,91003.0
2022-04-26,Binance,MATICUSDT,1.353,1.362,1.224,1.244,51779339.1,66810539.4127,131555.0
2022-04-25,Binance,MATICUSDT,1.343,1.356,1.263,1.353,61468472.3,80180660.8861,146221.0
2022-04-24,Binance,MATICUSDT,1.363,1.375,1.332,1.343,27580279.1,37286208.49,68763.0
2022-04-23,Binance,MATICUSDT,1.397,1.412,1.343,1.362,42684882.1,58770038.4596,107764.0
2022-04-22,Binance,MATICUSDT,1.377,1.506,1.371,1.398,130745946.0,189115931.4101,304808.0
2022-04-21,Binance,MATICUSDT,1.417,1.468,1.358,1.378,52021660.2,74154515.1651,138974.0
